variable,Estimate,Std. Error,z value,Pr(>|z|),name,model,AIC,residual_deviance,residual_df,null_deviance,null_df,df,AIC_weight,delta_AIC
(Intercept),-4.32274739507522,1.6701868725819302,-2.588181877152893,0.009648402185597538,RS.glm.59,n ~ `Length Mm` + SEX + Distance + origin,1384.4996588476513,426.6056497431753,633,449.5773221315144,637,6,0.12716574845428827,0
`Length Mm`,0.011125478755753739,0.0038349426260993794,2.9010808871134937,0.003718778718930552,RS.glm.59,n ~ `Length Mm` + SEX + Distance + origin,1384.4996588476513,426.6056497431753,633,449.5773221315144,637,6,0.12716574845428827,0
SEXM,0.41744596814781865,0.18555527854384554,2.2497121689220974,0.024467222543948917,RS.glm.59,n ~ `Length Mm` + SEX + Distance + origin,1384.4996588476513,426.6056497431753,633,449.5773221315144,637,6,0.12716574845428827,0
Distance,-0.0020449748559288865,9.534291699829765e-4,-2.144862901525658,0.03196381017241228,RS.glm.59,n ~ `Length Mm` + SEX + Distance + origin,1384.4996588476513,426.6056497431753,633,449.5773221315144,637,6,0.12716574845428827,0
originHatchery,-0.53484461289145,0.1962908361533467,-2.7247558947357975,0.006434904332568636,RS.glm.59,n ~ `Length Mm` + SEX + Distance + origin,1384.4996588476513,426.6056497431753,633,449.5773221315144,637,6,0.12716574845428827,0
(Intercept),-7.5224756372545425,3.755191355576876,-2.0032203222035094,0.045153645301675156,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,1385.6028022438365,426.38248474859574,632,450.3004560355068,637,7,0.07325303228295857,1.10314339618526
`Length Mm`,0.010275323214075838,0.00394631889682804,2.6037741709963953,0.009220348800653482,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,1385.6028022438365,426.38248474859574,632,450.3004560355068,637,7,0.07325303228295857,1.10314339618526
SEXM,0.4269722849288819,0.1853736398115778,2.303306367414892,0.0212616116395449,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,1385.6028022438365,426.38248474859574,632,450.3004560355068,637,7,0.07325303228295857,1.10314339618526
Distance,-0.00193050198957874,9.65090031841405e-4,-2.0003335708434538,0.04546425628497374,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,1385.6028022438365,426.38248474859574,632,450.3004560355068,637,7,0.07325303228295857,1.10314339618526
Julian,0.014693380203143624,0.015414127059345022,0.9532411499252281,0.34046790136831,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,1385.6028022438365,426.38248474859574,632,450.3004560355068,637,7,0.07325303228295857,1.10314339618526
originHatchery,-0.5926600745405183,0.20205165505651562,-2.9332106899829453,0.0033547615005252106,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,1385.6028022438365,426.38248474859574,632,450.3004560355068,637,7,0.07325303228295857,1.10314339618526
(Intercept),-17.093717348261645,18.924516677873548,-0.9032578025227739,0.3663890865073712,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,1386.0693772946847,426.65627003559376,632,450.0933885987165,637,7,0.05801096926775857,1.5697184470334378
I(`Length Mm`^2),-6.940150749256861e-5,1.0197871791864268e-4,-0.6805489312773695,0.4961569502883705,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,1386.0693772946847,426.65627003559376,632,450.0933885987165,637,7,0.05801096926775857,1.5697184470334378
`Length Mm`,0.07072715075452465,0.08788865285782216,0.8047358612828014,0.42097212066922723,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,1386.0693772946847,426.65627003559376,632,450.0933885987165,637,7,0.05801096926775857,1.5697184470334378
SEXM,0.4477196604543059,0.18806206033018166,2.380701666610702,0.017279699884053385,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,1386.0693772946847,426.65627003559376,632,450.0933885987165,637,7,0.05801096926775857,1.5697184470334378
Distance,-0.002003332919617798,9.525009695121948e-4,-2.1032345202165694,0.03544527411379207,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,1386.0693772946847,426.65627003559376,632,450.0933885987165,637,7,0.05801096926775857,1.5697184470334378
originHatchery,-0.549061256526938,0.19639823252156002,-2.795652738202029,0.005179502083884943,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,1386.0693772946847,426.65627003559376,632,450.0933885987165,637,7,0.05801096926775857,1.5697184470334378
(Intercept),-4.747087085159276,1.6610555520881223,-2.8578737653847193,0.004264900214957049,RS.glm.78,n ~ `Length Mm` + SEX + Intertidal + origin,1386.432116729589,426.05090552935167,633,446.9184753370059,637,6,0.048388510564847075,1.9324578819378075
`Length Mm`,0.010645335720972619,0.0038265782158032912,2.781946459896915,0.005403395333137236,RS.glm.78,n ~ `Length Mm` + SEX + Intertidal + origin,1386.432116729589,426.05090552935167,633,446.9184753370059,637,6,0.048388510564847075,1.9324578819378075
SEXM,0.442177722724885,0.18632234919977236,2.373186709076901,0.017635346790978317,RS.glm.78,n ~ `Length Mm` + SEX + Intertidal + origin,1386.432116729589,426.05090552935167,633,446.9184753370059,637,6,0.048388510564847075,1.9324578819378075
IntertidalUpstream,-0.3455589260966713,0.22876446695155878,-1.5105445819513743,0.13090452255886054,RS.glm.78,n ~ `Length Mm` + SEX + Intertidal + origin,1386.432116729589,426.05090552935167,633,446.9184753370059,637,6,0.048388510564847075,1.9324578819378075
originHatchery,-0.5607432240018636,0.19677195349942483,-2.849711120053004,0.004375895353773592,RS.glm.78,n ~ `Length Mm` + SEX + Intertidal + origin,1386.432116729589,426.05090552935167,633,446.9184753370059,637,6,0.048388510564847075,1.9324578819378075
(Intercept),-2.987617422768881,5.7653343824614645,-0.5182036677451727,0.6043161760345737,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,1386.6164177337562,426.3516215345215,631,451.3282684690564,637,8,0.04412876769372929,2.11675888610489
`Length Mm`,0.010775280338070542,0.003954760019988673,2.7246357006768274,0.00643724709943147,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,1386.6164177337562,426.3516215345215,631,451.3282684690564,637,8,0.04412876769372929,2.11675888610489
SEXM,0.42709521914428034,0.18642275663343466,2.291003667455057,0.021963201548884547,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,1386.6164177337562,426.3516215345215,631,451.3282684690564,637,8,0.04412876769372929,2.11675888610489
Distance,-0.0019257955755233602,9.673089097144488e-4,-1.9908796002839033,0.04649412542969853,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,1386.6164177337562,426.3516215345215,631,451.3282684690564,637,8,0.04412876769372929,2.11675888610489
Julian,-0.005121205213179147,0.02422940600730412,-0.21136321755619286,0.8326038564869731,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,1386.6164177337562,426.3516215345215,631,451.3282684690564,637,8,0.04412876769372929,2.11675888610489
originHatchery,-8.073662632711375,7.440944471027929,-1.0850319692811845,0.2779074962137579,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,1386.6164177337562,426.3516215345215,631,451.3282684690564,637,8,0.04412876769372929,2.11675888610489
Julian:originHatchery,0.030981033602175904,0.030770758535033766,1.006833600377538,0.31401474487790354,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,1386.6164177337562,426.3516215345215,631,451.3282684690564,637,8,0.04412876769372929,2.11675888610489
(Intercept),-4.6781593768282415,1.6662197826557246,-2.8076484420151946,0.004990467393103155,RS.glm.65,n ~ `Length Mm` + SEX + origin,1386.6404067497122,425.6710524235756,634,444.1698171003939,637,5,0.04360262654755652,2.140747902060866
`Length Mm`,0.010399676944782447,0.003835974558162981,2.7110912200008888,0.006706217404858296,RS.glm.65,n ~ `Length Mm` + SEX + origin,1386.6404067497122,425.6710524235756,634,444.1698171003939,637,5,0.04360262654755652,2.140747902060866
SEXM,0.445610123964377,0.1863662506586721,2.391045172553841,0.01680048565745223,RS.glm.65,n ~ `Length Mm` + SEX + origin,1386.6404067497122,425.6710524235756,634,444.1698171003939,637,5,0.04360262654755652,2.140747902060866
originHatchery,-0.6053790629308263,0.19638922120055483,-3.082547296791847,0.002052371130781644,RS.glm.65,n ~ `Length Mm` + SEX + origin,1386.6404067497122,425.6710524235756,634,444.1698171003939,637,5,0.04360262654755652,2.140747902060866
(Intercept),-5.031836964938207,4.574950286223788,-1.0998670258975727,0.2713900635255018,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,1386.973715570511,426.68210823735126,631,451.29939421759036,637,8,0.036909278896948804,2.474056722859814
`Length Mm`,0.006131048784475273,0.006172167865043325,0.9933379840815844,0.3205452726755015,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,1386.973715570511,426.68210823735126,631,451.29939421759036,637,8,0.036909278896948804,2.474056722859814
SEXM,-2.4117322948408564,3.3932830520121353,-0.7107371409557941,0.4772471395515462,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,1386.973715570511,426.68210823735126,631,451.29939421759036,637,8,0.036909278896948804,2.474056722859814
Distance,-0.0019148058599449253,9.632301281287111e-4,-1.9879007145103131,0.046822671722528,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,1386.973715570511,426.68210823735126,631,451.29939421759036,637,8,0.036909278896948804,2.474056722859814
Julian,0.01191478248529721,0.015566973302534265,0.7653885089760841,0.44404023346971305,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,1386.973715570511,426.68210823735126,631,451.29939421759036,637,8,0.036909278896948804,2.474056722859814
originHatchery,-0.5904752770517533,0.20170799887318694,-2.9273766055404815,0.0034183467552832934,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,1386.973715570511,426.68210823735126,631,451.29939421759036,637,8,0.036909278896948804,2.474056722859814
`Length Mm`:SEXM,0.006494734415847264,0.007759059753787166,0.8370517333208074,0.40256348937865,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,1386.973715570511,426.68210823735126,631,451.29939421759036,637,8,0.036909278896948804,2.474056722859814
(Intercept),-8.646016652927866,3.698738984653789,-2.3375579322575946,0.019410192375935543,RS.glm.119,n ~ `Length Mm` + SEX + Julian + origin,1387.2402049367097,425.5356643562396,633,445.51077666167436,637,6,0.0323048798239455,2.740546089058398
`Length Mm`,0.009399155068166345,0.003935021556435978,2.3885904901317323,0.016913142664726787,RS.glm.119,n ~ `Length Mm` + SEX + Julian + origin,1387.2402049367097,425.5356643562396,633,445.51077666167436,637,6,0.0323048798239455,2.740546089058398
SEXM,0.45608136916569003,0.18602377446692853,2.451736991535846,0.014216853301516902,RS.glm.119,n ~ `Length Mm` + SEX + Julian + origin,1387.2402049367097,425.5356643562396,633,445.51077666167436,637,6,0.0323048798239455,2.740546089058398
Julian,0.0183167367991027,0.015285633289731091,1.1982975420068405,0.23080120317269073,RS.glm.119,n ~ `Length Mm` + SEX + Julian + origin,1387.2402049367097,425.5356643562396,633,445.51077666167436,637,6,0.0323048798239455,2.740546089058398
originHatchery,-0.672609998705051,0.20113528927443666,-3.3440675732805705,8.255962555627813e-4,RS.glm.119,n ~ `Length Mm` + SEX + Julian + origin,1387.2402049367097,425.5356643562396,633,445.51077666167436,637,6,0.0323048798239455,2.740546089058398
(Intercept),-17.789055759298634,18.86947256044378,-0.9427426072623762,0.34581257421180683,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,1387.3146845715657,426.4450859405652,631,450.67741363171916,637,8,0.03112397677451642,2.8150257239144594
I(`Length Mm`^2),-5.706144644390998e-5,1.0253758084281666e-4,-0.5564930045636771,0.5778738753101578,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,1387.3146845715657,426.4450859405652,631,450.67741363171916,637,8,0.03112397677451642,2.8150257239144594
`Length Mm`,0.05935240645820154,0.08846793343560126,0.6708917474760063,0.5022894939755662,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,1387.3146845715657,426.4450859405652,631,450.67741363171916,637,8,0.03112397677451642,2.8150257239144594
SEXM,0.4508408110197233,0.18798703326160993,2.398254832780493,0.016473400130439075,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,1387.3146845715657,426.4450859405652,631,450.67741363171916,637,8,0.03112397677451642,2.8150257239144594
Distance,-0.001903517973681497,9.641601668415729e-4,-1.9742756848347123,0.04835040414763154,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,1387.3146845715657,426.4450859405652,631,450.67741363171916,637,8,0.03112397677451642,2.8150257239144594
Julian,0.013599360219415582,0.01554936849367195,0.8745924456642755,0.3817956996317916,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,1387.3146845715657,426.4450859405652,631,450.67741363171916,637,8,0.03112397677451642,2.8150257239144594
originHatchery,-0.5999181617720365,0.20194087507659866,-2.970761424820409,0.0029706245287347824,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,1387.3146845715657,426.4450859405652,631,450.67741363171916,637,8,0.03112397677451642,2.8150257239144594
(Intercept),-8.124634995740733,3.7040499032113208,-2.193446418931039,0.028275231019612716,RS.glm.128,n ~ `Length Mm` + SEX + Intertidal + Julian + origin,1387.4327562608091,425.92016732891165,632,447.8450988857688,637,7,0.02933973189798602,2.9330974131578387
`Length Mm`,0.009773025427556885,0.00393343601781477,2.484602617989529,0.012969612167704175,RS.glm.128,n ~ `Length Mm` + SEX + Intertidal + Julian + origin,1387.4327562608091,425.92016732891165,632,447.8450988857688,637,7,0.02933973189798602,2.9330974131578387
SEXM,0.4521160085906859,0.18608022832263763,2.4296832214047948,0.015112024546138933,RS.glm.128,n ~ `Length Mm` + SEX + Intertidal + Julian + origin,1387.4327562608091,425.92016732891165,632,447.8450988857688,637,7,0.02933973189798602,2.9330974131578387
IntertidalUpstream,-0.31502300053727506,0.23044680186642036,-1.3670096438130641,0.1716222827385956,RS.glm.128,n ~ `Length Mm` + SEX + Intertidal + Julian + origin,1387.4327562608091,425.92016732891165,632,447.8450988857688,637,7,0.02933973189798602,2.9330974131578387
Julian,0.015609201058108485,0.015361022257803158,1.0161563987174913,0.3095549155468191,RS.glm.128,n ~ `Length Mm` + SEX + Intertidal + Julian + origin,1387.4327562608091,425.92016732891165,632,447.8450988857688,637,7,0.02933973189798602,2.9330974131578387
originHatchery,-0.6204044677259867,0.20227348941817577,-3.0671565982795506,0.0021610560942801733,RS.glm.128,n ~ `Length Mm` + SEX + Intertidal + Julian + origin,1387.4327562608091,425.92016732891165,632,447.8450988857688,637,7,0.02933973189798602,2.9330974131578387
(Intercept),22.936157438136107,122.100854256793,0.18784600302548718,0.8509973724189854,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,1387.5489888566483,426.3520689615286,631,450.3255934536039,637,8,0.02768321677560805,3.0493300089970035
`Length Mm`,0.010339289450004391,0.003946218910948756,2.620049643297311,0.008791696764183734,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,1387.5489888566483,426.3520689615286,631,450.3255934536039,637,8,0.02768321677560805,3.0493300089970035
SEXM,0.4242496328048096,0.18696949838206484,2.269084724920597,0.023263174091638212,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,1387.5489888566483,426.3520689615286,631,450.3255934536039,637,8,0.02768321677560805,3.0493300089970035
Distance,-0.0019238485992756481,9.660323671453489e-4,-1.991494969222068,0.04642649775555832,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,1387.5489888566483,426.3520689615286,631,450.3255934536039,637,8,0.02768321677560805,3.0493300089970035
I(Julian^2),5.192963709774906e-4,0.0020816108290158375,0.24946851915783325,0.8029983893144429,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,1387.5489888566483,426.3520689615286,631,450.3255934536039,637,8,0.02768321677560805,3.0493300089970035
Julian,-0.2370525334178633,1.008516654432279,-0.23505068793465442,0.81416939179325,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,1387.5489888566483,426.3520689615286,631,450.3255934536039,637,8,0.02768321677560805,3.0493300089970035
originHatchery,-0.5895449124688044,0.20265978296901652,-2.909037520083284,0.003625433469536532,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,1387.5489888566483,426.3520689615286,631,450.3255934536039,637,8,0.02768321677560805,3.0493300089970035
(Intercept),-3.533626162071228,1.6409200177162366,-2.1534420470957385,0.03128395406429331,RS.glm.66,n ~ `Length Mm` + Distance + origin,1387.6684290690985,425.67710105231714,634,443.0895135546246,637,5,0.02607836988678208,3.1687702214471756
`Length Mm`,0.009875713537799797,0.003821274528135028,2.5844030480112186,0.009754772567320527,RS.glm.66,n ~ `Length Mm` + Distance + origin,1387.6684290690985,425.67710105231714,634,443.0895135546246,637,5,0.02607836988678208,3.1687702214471756
Distance,-0.00221710348965337,9.559256278365665e-4,-2.319326342020015,0.02037734816334559,RS.glm.66,n ~ `Length Mm` + Distance + origin,1387.6684290690985,425.67710105231714,634,443.0895135546246,637,5,0.02607836988678208,3.1687702214471756
originHatchery,-0.5172738331506113,0.19744725147390063,-2.619807717196745,0.008797935813557478,RS.glm.66,n ~ `Length Mm` + Distance + origin,1387.6684290690985,425.67710105231714,634,443.0895135546246,637,5,0.02607836988678208,3.1687702214471756
(Intercept),-21.42196260845785,18.97883000575621,-1.1287293580247386,0.2590120207100217,RS.glm.40,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + origin,1387.7049220128065,426.06078463069366,632,447.70463264017405,637,7,0.025606846545428965,3.205263165155202
I(`Length Mm`^2),-9.060117479470098e-5,1.023349361993693e-4,-0.885339632383133,0.37597348059906843,RS.glm.40,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + origin,1387.7049220128065,426.06078463069366,632,447.70463264017405,637,7,0.025606846545428965,3.205263165155202
`Length Mm`,0.08850336530314952,0.08819158746808942,1.003535233280305,0.3156026860599707,RS.glm.40,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + origin,1387.7049220128065,426.06078463069366,632,447.70463264017405,637,7,0.025606846545428965,3.205263165155202
SEXM,0.4808749048073453,0.18863970333503693,2.549171231218906,0.010797926856788338,RS.glm.40,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + origin,1387.7049220128065,426.06078463069366,632,447.70463264017405,637,7,0.025606846545428965,3.205263165155202
IntertidalUpstream,-0.353299426116497,0.2288075773683673,-1.5440897114508794,0.12256660096929696,RS.glm.40,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + origin,1387.7049220128065,426.06078463069366,632,447.70463264017405,637,7,0.025606846545428965,3.205263165155202
originHatchery,-0.5769566243998321,0.19669770393126124,-2.9332148411933554,0.003354716642822436,RS.glm.40,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + origin,1387.7049220128065,426.06078463069366,632,447.70463264017405,637,7,0.025606846545428965,3.205263165155202
(Intercept),-0.0624318024193193,6.226033690746584,-0.010027540087376705,0.9919993146619073,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
`Length Mm`,0.006343457435335742,0.00619706636821369,1.0236226398789157,0.3060135475009114,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
SEXM,-2.6329537193428294,3.3956493117005535,-0.775390353258899,0.4381090336711066,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
Distance,-0.0019058629851311116,9.653833750803995e-4,-1.9742032381408958,0.04835863795852106,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
Julian,-0.00918589344769658,0.024224087369303298,-0.3792049338187626,0.7045356880481719,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
originHatchery,-8.452543411158063,7.444338259380431,-1.1354324745395894,0.2561941595486132,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
`Length Mm`:SEXM,0.007000488013113828,0.007766481157903551,0.901371917446782,0.36739060747645336,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
Julian:originHatchery,0.0325598851730133,0.030786949358108637,1.0575872521269376,0.29024365683368686,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,1387.888627568302,426.58826024836594,630,452.368244474006,637,9,0.023359575393858963,3.3889687206506096
(Intercept),-20.215942940443544,18.972134033837712,-1.0655597785882938,0.2866226893230767,RS.glm.14,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + origin,1388.0103607671251,425.6729441125484,633,444.8392515786587,637,6,0.02198016337300151,3.5107019194738314
I(`Length Mm`^2),-8.438672032356318e-5,1.023154559124648e-4,-0.8247700171102164,0.4095021719815256,RS.glm.14,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + origin,1388.0103607671251,425.6729441125484,633,444.8392515786587,637,6,0.02198016337300151,3.5107019194738314
`Length Mm`,0.08293197084183654,0.08816404812048653,0.9406552059463088,0.34688158114140316,RS.glm.14,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + origin,1388.0103607671251,425.6729441125484,633,444.8392515786587,637,6,0.02198016337300151,3.5107019194738314
SEXM,0.4815036431037909,0.18883585485754925,2.549852852187522,0.010776839436511233,RS.glm.14,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + origin,1388.0103607671251,425.6729441125484,633,444.8392515786587,637,6,0.02198016337300151,3.5107019194738314
originHatchery,-0.6220133903881644,0.19641428507379263,-3.1668439500440337,0.0015410298847966135,RS.glm.14,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + origin,1388.0103607671251,425.6729441125484,633,444.8392515786587,637,6,0.02198016337300151,3.5107019194738314
(Intercept),-14.088966870743985,19.28827597013449,-0.7304419997183267,0.4651200537348272,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
I(`Length Mm`^2),-6.236397742139013e-5,1.0271209933707771e-4,-0.607172648830064,0.5437363415215924,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
`Length Mm`,0.06444247141876178,0.08863307740016824,0.7270702237699743,0.4671829383114205,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
SEXM,0.4531890476966168,0.18891056918097626,2.3989607869026206,0.01644167531214975,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
Distance,-0.001896949368489954,9.663948534085648e-4,-1.962913359688575,0.049656242158642123,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
Julian,-0.006864506295009052,0.02435206339311226,-0.28188602272407887,0.7780309073757553,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
originHatchery,-8.293896447173859,7.441001633929611,-1.11462096841307,0.2650128809410903,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
Julian:originHatchery,0.031857104895077704,0.030770459185018903,1.035314575694985,0.3005220250065921,RS.glm.86,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian * origin,1388.2737675619148,426.37289548970915,630,451.72039492236945,637,9,0.019267832284112506,3.774108714263548
(Intercept),-5.133650667952069,4.555479090548529,-1.1269178424291533,0.2597772188198829,RS.glm.126,n ~ `Length Mm` * SEX + Intertidal + Julian + origin,1388.5649289334258,426.28605819073056,631,449.1647810057456,637,8,0.016657428925024115,4.0652700857745
`Length Mm`,0.004904486709694632,0.006165848779783747,0.7954276669540127,0.42636477143000057,RS.glm.126,n ~ `Length Mm` * SEX + Intertidal + Julian + origin,1388.5649289334258,426.28605819073056,631,449.1647810057456,637,8,0.016657428925024115,4.0652700857745
SEXM,-2.9071016682657653,3.4023857058425384,-0.8544303672783844,0.3928665760580504,RS.glm.126,n ~ `Length Mm` * SEX + Intertidal + Julian + origin,1388.5649289334258,426.28605819073056,631,449.1647810057456,637,8,0.016657428925024115,4.0652700857745
IntertidalUpstream,-0.3307244112050734,0.23060063575591946,-1.434186901180665,0.15151893404248584,RS.glm.126,n ~ `Length Mm` * SEX + Intertidal + Julian + origin,1388.5649289334258,426.28605819073056,631,449.1647810057456,637,8,0.016657428925024115,4.0652700857745
Julian,0.012104117347557146,0.015529745302885072,0.7794150587459072,0.43573525601487545,RS.glm.126,n ~ `Length Mm` * SEX + Intertidal + Julian + origin,1388.5649289334258,426.28605819073056,631,449.1647810057456,637,8,0.016657428925024115,4.0652700857745
originHatchery,-0.6133221062521853,0.2018575639896635,-3.0383905072964796,0.0023784551986128916,RS.glm.126,n ~ `Length Mm` * SEX + Intertidal + Julian + origin,1388.5649289334258,426.28605819073056,631,449.1647810057456,637,8,0.016657428925024115,4.0652700857745
`Length Mm`:SEXM,0.007684790580539911,0.007778521613234241,0.9879500196367832,0.3231771266080805,RS.glm.126,n ~ `Length Mm` * SEX + Intertidal + Julian + origin,1388.5649289334258,426.28605819073056,631,449.1647810057456,637,8,0.016657428925024115,4.0652700857745
(Intercept),-20.077448460825075,128.06889154781436,-0.15677068972935698,0.875425573387342,RS.glm.56,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1388.6011933968607,426.3755066347008,630,451.37039097356643,637,9,0.01635811438485823,4.101534549209418
`Length Mm`,0.010761361791675588,0.003956117746079695,2.7201823814115578,0.006524591894824968,RS.glm.56,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1388.6011933968607,426.3755066347008,630,451.37039097356643,637,9,0.01635811438485823,4.101534549209418
SEXM,0.4285868662020479,0.18734892860153163,2.2876398034471817,0.022158505923531607,RS.glm.56,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1388.6011933968607,426.3755066347008,630,451.37039097356643,637,9,0.01635811438485823,4.101534549209418
Distance,-0.0019295939619683945,9.670038311424708e-4,-1.9954356951085368,0.04599538107378922,RS.glm.56,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian * origin,1388.6011933968607,426.3755066347008,630,451.37039097356643,637,9,0.01635811438485823,4.101534549209418
