Offspring,Loci Typed,Parent 1,Loci Typed,Parent 2,Loci Typed,LOD,Posterior,Common Loci Typed,Mismatches,n_f,n_m,Pair LOD Parent 1,Pair LOD Parent 2,Posterior Parent 1,Posterior Parent 2
PH15_01010,285,,,,,0.000000E+000,1.0000,285,0,411,352,,,1.0000,1.0000,<
PH15_01011,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01012,285,,,,,0.000000E+000,1.0000,285,0,411,352,,,1.0000,1.0000,<
PH15_01013,293,PH13_00228,298,,,4.949390E+001,1.0000,293,0,411,352,4.963730E+001,,1.0000,1.0000,<
PH15_01014,284,,,,,0.000000E+000,1.0000,284,0,411,352,,,1.0000,1.0000,<
PH15_01015,287,,,,,0.000000E+000,1.0000,287,0,411,352,,,1.0000,1.0000,<
PH15_01017,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01018,258,,,,,0.000000E+000,1.0000,258,0,411,352,,,1.0000,1.0000,<
PH15_01021,289,,,,,0.000000E+000,1.0000,289,0,411,352,,,1.0000,1.0000,<
PH15_01025,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01026,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01027,284,,,,,0.000000E+000,1.0000,284,0,411,352,,,1.0000,1.0000,<
PH15_01029,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01030,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01031,269,,,,,0.000000E+000,1.0000,269,0,411,352,,,1.0000,1.0000,<
PH15_01032,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01033,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01034,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01035,285,,,,,0.000000E+000,1.0000,285,0,411,352,,,1.0000,1.0000,<
PH15_01036,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01038,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01039,295,PH13_00037,294,,,3.580809E+001,1.0000,295,0,411,352,3.670931E+001,,1.0000,1.0000,<
PH15_01040,291,,,,,0.000000E+000,1.0000,291,0,411,352,,,1.0000,1.0000,<
PH15_01041,283,,,,,0.000000E+000,1.0000,283,0,411,352,,,1.0000,1.0000,<
PH15_01045,288,,,,,0.000000E+000,1.0000,288,0,411,352,,,1.0000,1.0000,<
PH15_01046,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01048,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01050,291,,,,,0.000000E+000,1.0000,291,0,411,352,,,1.0000,1.0000,<
PH15_01052,293,,,,,0.000000E+000,1.0000,293,0,411,352,,,1.0000,1.0000,<
PH15_01053,281,,,,,0.000000E+000,1.0000,281,0,411,352,,,1.0000,1.0000,<
PH15_01055,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01056,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01058,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01059,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01060,294,,,,,0.000000E+000,1.0000,294,0,411,352,,,1.0000,1.0000,<
PH15_01061,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01062,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01063,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01064,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01065,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01067,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01068,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01070,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01071,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01076,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01077,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01078,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01080,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01081,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01082,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01085,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01086,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01087,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01089,275,,,,,0.000000E+000,1.0000,275,0,411,352,,,1.0000,1.0000,<
PH15_01090,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01091,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01097,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01102,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01103,280,,,,,0.000000E+000,1.0000,280,0,411,352,,,1.0000,1.0000,<
PH15_01104,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01106,289,,,,,0.000000E+000,1.0000,289,0,411,352,,,1.0000,1.0000,<
PH15_01107,291,,,,,0.000000E+000,1.0000,291,0,411,352,,,1.0000,1.0000,<
PH15_01108,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01109,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01110,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01111,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01113,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01114,289,,,,,0.000000E+000,1.0000,289,0,411,352,,,1.0000,1.0000,<
PH15_01115,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01116,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01117,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01118,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01120,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01121,293,,,,,0.000000E+000,1.0000,293,0,411,352,,,1.0000,1.0000,<
PH15_01122,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01123,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01124,294,PH13_00039,296,,,4.599967E+001,1.0000,294,1,411,352,4.620467E+001,,1.0000,1.0000,<
PH15_01125,287,,,,,0.000000E+000,1.0000,287,0,411,352,,,1.0000,1.0000,<
PH15_01127,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01128,293,PH13_00046,298,,,5.536386E+001,1.0000,293,1,411,352,5.560021E+001,,1.0000,1.0000,<
PH15_01129,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01130,273,,,,,0.000000E+000,1.0000,273,0,411,352,,,1.0000,1.0000,<
PH15_01132,287,,,,,0.000000E+000,1.0000,287,0,411,352,,,1.0000,1.0000,<
PH15_01133,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01134,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01135,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01136,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01138,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01139,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01141,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01142,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01143,294,,,,,0.000000E+000,1.0000,294,0,411,352,,,1.0000,1.0000,<
PH15_01145,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01146,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01147,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01148,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01149,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01151,293,,,,,0.000000E+000,1.0000,293,0,411,352,,,1.0000,1.0000,<
PH15_01152,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01153,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01155,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01156,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01158,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01159,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01160,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01161,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01162,297,PH13_00037,294,,,3.469060E+001,1.0000,297,0,411,352,3.559000E+001,,1.0000,1.0000,<
PH15_01163,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01164,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01165,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01166,294,,,,,0.000000E+000,1.0000,294,0,411,352,,,1.0000,1.0000,<
PH15_01167,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01168,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01171,291,,,,,0.000000E+000,1.0000,291,0,411,352,,,1.0000,1.0000,<
PH15_01173,273,,,,,0.000000E+000,1.0000,273,0,411,352,,,1.0000,1.0000,<
PH15_01174,291,,,,,0.000000E+000,1.0000,291,0,411,352,,,1.0000,1.0000,<
PH15_01175,281,,,,,0.000000E+000,1.0000,281,0,411,352,,,1.0000,1.0000,<
PH15_01176,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01177,284,,,,,0.000000E+000,1.0000,284,0,411,352,,,1.0000,1.0000,<
PH15_01178,293,,,,,0.000000E+000,1.0000,293,0,411,352,,,1.0000,1.0000,<
PH15_01179,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01180,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01181,293,,,,,0.000000E+000,1.0000,293,0,411,352,,,1.0000,1.0000,<
PH15_01184,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01186,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01187,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01188,293,,,,,0.000000E+000,1.0000,293,0,411,352,,,1.0000,1.0000,<
PH15_01193,296,PH13_00039,296,,,4.846396E+001,1.0000,296,2,411,352,4.873578E+001,,1.0000,1.0000,<
PH15_01194,297,PH13_00037,294,,,4.687234E+001,1.0000,297,0,411,352,4.784953E+001,,1.0000,1.0000,<
PH15_01195,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01196,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01197,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01198,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01199,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01201,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01202,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01203,297,PH13_00037,294,,,4.247017E+001,1.0000,297,0,411,352,4.341421E+001,,1.0000,1.0000,<
PH15_01204,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01205,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01206,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01207,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01208,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01210,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01214,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01216,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01218,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01219,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01221,284,,,,,0.000000E+000,1.0000,284,0,411,352,,,1.0000,1.0000,<
PH15_01222,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01223,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01224,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01225,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01228,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01229,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01231,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01232,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01235,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01236,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01237,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01238,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01240,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01241,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01242,293,,,,,0.000000E+000,1.0000,293,0,411,352,,,1.0000,1.0000,<
PH15_01243,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01244,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01245,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01246,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01247,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01249,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01250,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01252,281,,,,,0.000000E+000,1.0000,281,0,411,352,,,1.0000,1.0000,<
PH15_01253,288,,,,,0.000000E+000,1.0000,288,0,411,352,,,1.0000,1.0000,<
PH15_01254,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01255,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01258,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01259,285,PH13_00037,294,,,2.885775E+001,1.0000,285,0,411,352,2.980349E+001,,1.0000,1.0000,<
PH15_01260,294,,,,,0.000000E+000,1.0000,294,0,411,352,,,1.0000,1.0000,<
PH15_01261,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01262,267,,,,,0.000000E+000,1.0000,267,0,411,352,,,1.0000,1.0000,<
PH15_01265,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01266,297,PH13_00543,297,,,4.228185E+001,1.0000,297,1,411,352,4.227049E+001,,1.0000,1.0000,<
PH15_01269,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01270,294,,,,,0.000000E+000,1.0000,294,0,411,352,,,1.0000,1.0000,<
PH15_01274,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01276,284,,,,,0.000000E+000,1.0000,284,0,411,352,,,1.0000,1.0000,<
PH15_01277,283,,,,,0.000000E+000,1.0000,283,0,411,352,,,1.0000,1.0000,<
PH15_01278,292,,,,,0.000000E+000,1.0000,292,0,411,352,,,1.0000,1.0000,<
PH15_01283,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01285,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01286,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01287,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01288,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01289,294,PH13_00228,298,,,4.971179E+001,1.0000,294,0,411,352,4.986692E+001,,1.0000,1.0000,<
PH15_01291,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01292,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01294,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01296,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01298,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01299,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01300,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01302,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01303,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01304,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01305,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01306,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01308,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01310,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01317,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01318,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01322,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01323,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01324,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01325,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01328,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01330,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01331,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01332,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01334,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01335,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01336,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01337,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01338,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01341,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01343,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01345,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01347,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01351,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01353,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01354,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01355,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01357,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01358,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01359,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01361,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01366,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01369,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01370,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01371,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01373,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01375,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01376,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01378,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01380,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01381,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01382,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01384,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01386,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01387,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01388,298,PH13_00008,297,,,4.272079E+001,1.0000,298,0,411,352,4.269028E+001,,1.0000,1.0000,<
PH15_01389,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01390,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01391,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01392,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01393,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01394,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01395,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01396,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01397,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01398,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01400,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01401,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01402,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01404,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01405,298,PH13_00157,293,,,3.618530E+001,1.0000,298,0,411,352,3.651522E+001,,1.0000,1.0000,<
PH15_01406,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01408,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01409,297,,,,,0.000000E+000,1.0000,297,0,411,352,,,1.0000,1.0000,<
PH15_01410,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01411,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01412,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01413,298,PH13_00037,294,,,4.998922E+001,1.0000,298,0,411,352,5.095910E+001,,1.0000,1.0000,<
PH15_01414,296,,,,,0.000000E+000,1.0000,296,0,411,352,,,1.0000,1.0000,<
PH15_01416,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01418,290,,,,,0.000000E+000,1.0000,290,0,411,352,,,1.0000,1.0000,<
PH15_01420,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01421,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01423,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01428,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01431,298,PH13_00037,294,,,4.396861E+001,1.0000,298,0,411,352,4.487087E+001,,1.0000,1.0000,<
PH15_01432,295,,,,,0.000000E+000,1.0000,295,0,411,352,,,1.0000,1.0000,<
PH15_01433,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01434,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01435,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
PH15_01436,298,,,,,0.000000E+000,1.0000,298,0,411,352,,,1.0000,1.0000,<
