Offspring,Loci Typed,Parent 1,Loci Typed,Parent 2,Loci Typed,LOD,Posterior,Common Loci Typed,Mismatches,n_f,n_m,Pair LOD Parent 1,Pair LOD Parent 2,Posterior Parent 1,Posterior Parent 2
PH16_00149,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00150,282,,,,,0.000000E+000,1.0000,282,0,376,275,,,1.0000,1.0000,<
PH16_00155,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00159,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00161,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00163,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00164,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_00166,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00167,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_00170,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00180,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00183,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00185,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00186,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00188,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00189,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00192,291,,,,,0.000000E+000,1.0000,291,0,376,275,,,1.0000,1.0000,<
PH16_00193,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00194,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00195,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00203,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00204,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00206,297,PH14_01269,296,,,4.806621E+001,1.0000,297,1,376,275,4.830844E+001,,1.0000,1.0000,<
PH16_00209,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00215,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_00225,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00228,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00229,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00232,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00234,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00236,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00238,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00240,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00241,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00244,259,,,,,0.000000E+000,1.0000,259,0,376,275,,,1.0000,1.0000,<
PH16_00252,295,PH14_02046,295,,,3.841201E+001,1.0000,295,1,376,275,3.868201E+001,,1.0000,1.0000,<
PH16_00253,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00254,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00259,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00260,275,PH14_01845,294,,,5.378880E+001,1.0000,275,0,376,275,5.378962E+001,,1.0000,1.0000,<
PH16_00261,249,,,,,0.000000E+000,1.0000,249,0,376,275,,,1.0000,1.0000,<
PH16_00262,297,PH14_00855,294,,,4.909177E+001,1.0000,297,0,376,275,4.927130E+001,,1.0000,1.0000,<
PH16_00266,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00268,296,PH14_01295,297,,,4.285508E+001,1.0000,296,1,376,275,4.301889E+001,,1.0000,1.0000,<
PH16_00270,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00285,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00289,290,PH14_01581,296,,,4.225760E+001,1.0000,290,1,376,275,4.237191E+001,,1.0000,1.0000,<
PH16_00291,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00297,290,,,,,0.000000E+000,1.0000,290,0,376,275,,,1.0000,1.0000,<
PH16_00298,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00299,276,,,,,0.000000E+000,1.0000,276,0,376,275,,,1.0000,1.0000,<
PH16_00302,264,,,,,0.000000E+000,1.0000,264,0,376,275,,,1.0000,1.0000,<
PH16_00304,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00307,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_00309,277,,,,,0.000000E+000,1.0000,277,0,376,275,,,1.0000,1.0000,<
PH16_00314,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_00326,298,PH14_00160,296,,,5.463250E+001,1.0000,298,0,376,275,5.467469E+001,,1.0000,1.0000,<
PH16_00333,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00335,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_00336,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00343,258,,,,,0.000000E+000,1.0000,258,0,376,275,,,1.0000,1.0000,<
PH16_00345,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00348,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00350,290,,,,,0.000000E+000,1.0000,290,0,376,275,,,1.0000,1.0000,<
PH16_00353,268,PH14_00612,294,,,3.307476E+001,1.0000,268,1,376,275,3.308791E+001,,1.0000,1.0000,<
PH16_00363,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00364,273,,,,,0.000000E+000,1.0000,273,0,376,275,,,1.0000,1.0000,<
PH16_00367,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00368,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00369,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00370,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00384,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00385,297,PH14_00233,257,,,3.682839E+001,1.0000,297,0,376,275,3.714893E+001,,1.0000,1.0000,<
PH16_00386,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00390,278,,,,,0.000000E+000,1.0000,278,0,376,275,,,1.0000,1.0000,<
PH16_00391,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00393,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00397,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00398,283,,,,,0.000000E+000,1.0000,283,0,376,275,,,1.0000,1.0000,<
PH16_00399,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_00400,296,PH14_02323,282,,,5.936188E+001,1.0000,296,0,376,275,5.929796E+001,,1.0000,1.0000,<
PH16_00402,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00406,290,,,,,0.000000E+000,1.0000,290,0,376,275,,,1.0000,1.0000,<
PH16_00410,296,PH14_00233,257,,,3.369080E+001,1.0000,296,0,376,275,3.399607E+001,,1.0000,1.0000,<
PH16_00412,273,,,,,0.000000E+000,1.0000,273,0,376,275,,,1.0000,1.0000,<
PH16_00414,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00416,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00419,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00424,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_00425,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00427,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00429,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00432,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00434,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00436,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00438,272,,,,,0.000000E+000,1.0000,272,0,376,275,,,1.0000,1.0000,<
PH16_00440,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00444,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00445,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00448,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00452,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00455,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00458,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00459,268,,,,,0.000000E+000,1.0000,268,0,376,275,,,1.0000,1.0000,<
PH16_00463,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_00468,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00471,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00473,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00476,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00481,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00483,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00485,262,,,,,0.000000E+000,1.0000,262,0,376,275,,,1.0000,1.0000,<
PH16_00490,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00492,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00496,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00500,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00508,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00510,291,,,,,0.000000E+000,1.0000,291,0,376,275,,,1.0000,1.0000,<
PH16_00523,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00524,286,,,,,0.000000E+000,1.0000,286,0,376,275,,,1.0000,1.0000,<
PH16_00528,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00529,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00530,297,PH14_00989,292,,,4.644215E+001,1.0000,297,0,376,275,4.650138E+001,,1.0000,1.0000,<
PH16_00539,298,PH14_00846,294,,,4.820098E+001,1.0000,298,0,376,275,4.853206E+001,,1.0000,1.0000,<
PH16_00542,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00553,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00557,294,PH14_02631,281,,,4.050216E+001,1.0000,294,0,376,275,4.067183E+001,,1.0000,1.0000,<
PH16_00561,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00564,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00568,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_00569,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00572,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00578,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00580,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00581,281,,,,,0.000000E+000,1.0000,281,0,376,275,,,1.0000,1.0000,<
PH16_00587,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00589,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00590,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00594,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00598,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00600,291,,,,,0.000000E+000,1.0000,291,0,376,275,,,1.0000,1.0000,<
PH16_00602,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00611,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00617,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00618,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_00619,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00622,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00627,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00633,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00636,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00637,291,,,,,0.000000E+000,1.0000,291,0,376,275,,,1.0000,1.0000,<
PH16_00642,285,,,,,0.000000E+000,1.0000,285,0,376,275,,,1.0000,1.0000,<
PH16_00651,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00652,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00653,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00654,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00657,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00663,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00669,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00675,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00676,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00679,298,PH14_02201,274,,,4.174446E+001,1.0000,298,0,376,275,4.177031E+001,,1.0000,1.0000,<
PH16_00680,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00682,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_00686,293,PH14_00012,297,,,4.302540E+001,1.0000,293,1,376,275,4.329971E+001,,1.0000,1.0000,<
PH16_00692,297,PH14_00540,298,,,3.922499E+001,1.0000,297,3,376,275,3.908559E+001,,1.0000,1.0000,<
PH16_00694,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00698,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00699,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00702,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00703,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00707,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_00710,297,PH14_00878,294,,,5.505688E+001,1.0000,297,0,376,275,5.523465E+001,,1.0000,1.0000,<
PH16_00711,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_00712,293,PH14_00545,294,,,4.264765E+001,1.0000,293,0,376,275,4.262036E+001,,1.0000,1.0000,<
PH16_00715,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00716,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00717,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00720,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_00721,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00723,298,PH14_00350,295,,,3.921940E+001,1.0000,298,0,376,275,3.980740E+001,,1.0000,1.0000,<
PH16_00724,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00727,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00733,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00742,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00749,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00751,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00755,295,PH14_02235,294,,,3.428353E+001,1.0000,295,1,376,275,3.470194E+001,,1.0000,1.0000,<
PH16_00761,298,PH14_01252,297,PH14_01008,298,1.251506E+002,1.0000,298,1,376,275,4.609688E+001,4.347570E+001,1.0000,1.0000,<
PH16_00763,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00766,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00774,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00779,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00780,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_00782,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00787,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00790,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00791,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00793,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00796,291,PH14_00878,294,,,3.771308E+001,1.0000,291,0,376,275,3.808216E+001,,1.0000,1.0000,<
PH16_00797,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00800,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00804,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00808,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00810,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00811,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00813,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00816,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00820,291,,,,,0.000000E+000,1.0000,291,0,376,275,,,1.0000,1.0000,<
PH16_00822,295,PH14_00160,296,,,6.017278E+001,1.0000,295,0,376,275,6.008586E+001,,1.0000,1.0000,<
PH16_00823,292,PH14_01385,272,,,3.157245E+001,1.0000,292,0,376,275,3.189841E+001,,1.0000,1.0000,<
PH16_00827,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00828,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00830,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00833,295,PH14_00728,296,,,4.482863E+001,1.0000,295,1,376,275,4.506494E+001,,1.0000,1.0000,<
PH16_00837,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_00839,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_00841,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00845,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00846,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00850,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00854,298,PH14_01090,298,,,4.614406E+001,1.0000,298,0,376,275,4.657676E+001,,1.0000,1.0000,<
PH16_00855,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00856,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00857,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00865,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00867,275,,,,,0.000000E+000,1.0000,275,0,376,275,,,1.0000,1.0000,<
PH16_00869,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00871,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00875,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00879,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00885,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_00886,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_00887,287,,,,,0.000000E+000,1.0000,287,0,376,275,,,1.0000,1.0000,<
PH16_00889,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_00891,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_00894,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_00898,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
