Offspring,Loci Typed,Parent 1,Loci Typed,Parent 2,Loci Typed,LOD,Posterior,Common Loci Typed,Mismatches,n_f,n_m,Pair LOD Parent 1,Pair LOD Parent 2,Posterior Parent 1,Posterior Parent 2
PH16_03517,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03519,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_03520,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03523,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03524,296,PH14_01116,298,,,5.614393E+001,1.0000,296,0,376,275,5.621762E+001,,1.0000,1.0000,<
PH16_03526,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03527,281,,,,,0.000000E+000,1.0000,281,0,376,275,,,1.0000,1.0000,<
PH16_03531,296,PH14_01295,297,,,3.001269E+001,1.0000,296,1,376,275,3.046772E+001,,1.0000,1.0000,<
PH16_03539,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03551,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_03553,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_03557,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_03558,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03561,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03562,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03567,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03571,297,PH14_00350,295,,,4.891633E+001,1.0000,297,1,376,275,4.917348E+001,,1.0000,1.0000,<
PH16_03577,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03580,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03582,291,,,,,0.000000E+000,1.0000,291,0,376,275,,,1.0000,1.0000,<
PH16_03585,289,PH14_01665,298,,,4.811604E+001,1.0000,289,1,376,275,4.831891E+001,,1.0000,1.0000,<
PH16_03586,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_03589,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03593,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03595,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03597,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03600,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_03601,294,PH14_02235,294,,,4.616345E+001,1.0000,294,1,376,275,4.660991E+001,,1.0000,1.0000,<
PH16_03603,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_03604,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03609,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03616,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03622,296,PH14_00969,296,,,5.082689E+001,1.0000,296,0,376,275,5.077468E+001,,1.0000,1.0000,<
PH16_03624,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03625,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03626,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03627,297,PH14_02632,294,,,4.641772E+001,1.0000,297,1,376,275,4.658319E+001,,1.0000,1.0000,<
PH16_03633,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03642,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03647,297,PH14_00149,298,,,3.057066E+001,1.0000,297,2,376,275,3.076158E+001,,1.0000,1.0000,<
PH16_03649,298,PH14_00714,294,,,5.117323E+001,1.0000,298,0,376,275,5.107683E+001,,1.0000,1.0000,<
PH16_03650,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03651,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03652,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03653,297,PH14_01063,298,,,3.060281E+001,1.0000,297,2,376,275,3.094213E+001,,1.0000,1.0000,<
PH16_03655,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03663,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03664,293,,,,,0.000000E+000,1.0000,293,0,376,275,,,1.0000,1.0000,<
PH16_03665,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03668,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03674,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03677,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_03679,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03680,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_03681,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03684,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03688,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03689,298,PH14_01471,293,,,5.046798E+001,1.0000,298,0,376,275,5.088939E+001,,1.0000,1.0000,<
PH16_03693,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03696,286,,,,,0.000000E+000,1.0000,286,0,376,275,,,1.0000,1.0000,<
PH16_03699,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_03709,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03716,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03718,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03720,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03721,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03730,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03731,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03738,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03740,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03749,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03758,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03769,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03772,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03774,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03777,298,PH14_00462,296,,,4.622348E+001,1.0000,298,1,376,275,4.643276E+001,,1.0000,1.0000,<
PH16_03782,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03789,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03790,298,PH14_02112,294,,,5.686109E+001,1.0000,298,0,376,275,5.678309E+001,,1.0000,1.0000,<
PH16_03794,296,PH14_01511,298,,,5.709475E+001,1.0000,296,0,376,275,5.710891E+001,,1.0000,1.0000,<
PH16_03795,297,PH14_00752,298,,,4.758118E+001,1.0000,297,0,376,275,4.767445E+001,,1.0000,1.0000,<
PH16_03802,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03805,284,,,,,0.000000E+000,1.0000,284,0,376,275,,,1.0000,1.0000,<
PH16_03810,288,,,,,0.000000E+000,1.0000,288,0,376,275,,,1.0000,1.0000,<
PH16_03812,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_03817,298,PH14_00233,257,,,3.812985E+001,1.0000,298,0,376,275,3.835786E+001,,1.0000,1.0000,<
PH16_03819,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_03826,293,PH14_02033,298,,,4.134726E+001,1.0000,293,0,376,275,4.147570E+001,,1.0000,1.0000,<
PH16_03830,253,,,,,0.000000E+000,1.0000,253,0,376,275,,,1.0000,1.0000,<
PH16_03839,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03840,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_03845,289,PH14_00149,298,,,4.433061E+001,1.0000,289,0,376,275,4.452564E+001,,1.0000,1.0000,<
PH16_03846,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03850,276,,,,,0.000000E+000,1.0000,276,0,376,275,,,1.0000,1.0000,<
PH16_03851,273,,,,,0.000000E+000,1.0000,273,0,376,275,,,1.0000,1.0000,<
PH16_03852,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03860,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_03864,250,,,,,0.000000E+000,1.0000,250,0,376,275,,,1.0000,1.0000,<
PH16_03865,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03874,291,PH14_01826,287,,,5.602555E+001,1.0000,291,0,376,275,5.622750E+001,,1.0000,1.0000,<
PH16_03878,298,PH14_00848,294,,,4.737642E+001,1.0000,298,0,376,275,4.754415E+001,,1.0000,1.0000,<
PH16_03881,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_03883,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03885,282,,,,,0.000000E+000,1.0000,282,0,376,275,,,1.0000,1.0000,<
PH16_03887,282,,,,,0.000000E+000,1.0000,282,0,376,275,,,1.0000,1.0000,<
PH16_03891,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_03892,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03893,286,PH14_00877,297,,,4.663923E+001,1.0000,286,0,376,275,4.669105E+001,,1.0000,1.0000,<
PH16_03894,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03900,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03907,276,,,,,0.000000E+000,1.0000,276,0,376,275,,,1.0000,1.0000,<
PH16_03910,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03911,261,PH14_02410,290,PH14_01956,298,9.147059E+001,1.0000,261,1,376,275,3.743615E+001,2.925115E+001,1.0000,1.0000,<
PH16_03920,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03925,298,PH14_01471,293,,,4.423077E+001,1.0000,298,0,376,275,4.460512E+001,,1.0000,1.0000,<
PH16_03928,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03929,297,PH14_02140,298,,,4.540829E+001,1.0000,297,0,376,275,4.567320E+001,,1.0000,1.0000,<
PH16_03930,296,PH14_01966,297,,,3.467285E+001,1.0000,296,3,376,275,3.492862E+001,,1.0000,1.0000,<
PH16_03931,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03932,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03933,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03938,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03939,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03941,298,PH14_01484,297,,,4.625607E+001,1.0000,298,0,376,275,4.645980E+001,,1.0000,1.0000,<
PH16_03942,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03943,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03944,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03947,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03948,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03954,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03957,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03963,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03967,295,PH14_01845,294,,,5.290794E+001,1.0000,295,0,376,275,5.307802E+001,,1.0000,1.0000,<
PH16_03970,286,PH14_02636,296,,,3.954538E+001,1.0000,286,1,376,275,3.939618E+001,,1.0000,1.0000,<
PH16_03972,296,PH14_02482,290,,,3.697421E+001,1.0000,296,0,376,275,3.717390E+001,,1.0000,1.0000,<
PH16_03984,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_03985,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_03986,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_03992,290,,,,,0.000000E+000,1.0000,290,0,376,275,,,1.0000,1.0000,<
PH16_03995,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_03997,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04000,247,,,,,0.000000E+000,1.0000,247,0,376,275,,,1.0000,1.0000,<
PH16_04002,290,,,,,0.000000E+000,1.0000,290,0,376,275,,,1.0000,1.0000,<
PH16_04005,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04008,296,PH14_00867,297,,,5.464406E+001,1.0000,296,1,376,275,5.486406E+001,,1.0000,1.0000,<
PH16_04013,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04014,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04018,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04023,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04024,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04029,286,,,,,0.000000E+000,1.0000,286,0,376,275,,,1.0000,1.0000,<
PH16_04039,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_04040,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04042,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04043,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04046,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04047,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04048,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04051,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04053,297,PH14_01691,298,,,4.632113E+001,1.0000,297,0,376,275,4.622854E+001,,1.0000,1.0000,<
PH16_04054,298,PH14_01439,294,,,4.548411E+001,1.0000,298,0,376,275,4.526197E+001,,1.0000,1.0000,<
PH16_04066,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04067,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04068,298,PH14_00113,295,,,5.569986E+001,1.0000,298,0,376,275,5.551990E+001,,1.0000,1.0000,<
PH16_04070,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04073,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04077,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04079,284,,,,,0.000000E+000,1.0000,284,0,376,275,,,1.0000,1.0000,<
PH16_04088,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04089,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04095,285,,,,,0.000000E+000,1.0000,285,0,376,275,,,1.0000,1.0000,<
PH16_04096,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04097,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04101,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04107,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04111,290,,,,,0.000000E+000,1.0000,290,0,376,275,,,1.0000,1.0000,<
PH16_04115,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04119,298,PH14_00153,294,,,3.906627E+001,1.0000,298,1,376,275,3.937423E+001,,1.0000,1.0000,<
PH16_04120,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04124,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_04128,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_04133,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04134,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04135,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04136,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04140,281,,,,,0.000000E+000,1.0000,281,0,376,275,,,1.0000,1.0000,<
PH16_04144,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04146,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04148,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04150,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04154,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04160,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04161,286,,,,,0.000000E+000,1.0000,286,0,376,275,,,1.0000,1.0000,<
PH16_04162,298,PH14_02091,296,,,4.978827E+001,1.0000,298,1,376,275,4.994636E+001,,1.0000,1.0000,<
PH16_04165,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_04166,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04168,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04170,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04172,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04174,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04175,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04177,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04179,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04180,294,PH14_02017,297,,,4.839663E+001,1.0000,294,0,376,275,4.853937E+001,,1.0000,1.0000,<
PH16_04185,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04188,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04189,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04190,298,PH14_02184,296,,,4.426564E+001,1.0000,298,0,376,275,4.440580E+001,,1.0000,1.0000,<
PH16_04193,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04196,298,PH14_02482,290,PH14_02040,298,1.071907E+002,1.0000,298,1,376,275,4.598804E+001,3.973597E+001,1.0000,1.0000,<
PH16_04198,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04199,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04203,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04205,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04207,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04208,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04209,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04213,298,PH14_02453,298,,,4.451502E+001,1.0000,298,1,376,275,4.451998E+001,,1.0000,1.0000,<
PH16_04214,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04221,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04225,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04232,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04235,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04236,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_04237,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04239,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04243,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04244,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04246,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04247,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04253,296,PH14_00532,295,,,4.783985E+001,1.0000,296,0,376,275,4.800594E+001,,1.0000,1.0000,<
PH16_04258,282,,,,,0.000000E+000,1.0000,282,0,376,275,,,1.0000,1.0000,<
PH16_04260,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04263,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04264,268,,,,,0.000000E+000,1.0000,268,0,376,275,,,1.0000,1.0000,<
PH16_04272,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04278,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04279,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04287,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04290,294,,,,,0.000000E+000,1.0000,294,0,376,275,,,1.0000,1.0000,<
PH16_04291,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04294,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04297,298,PH14_01581,296,,,5.042366E+001,1.0000,298,0,376,275,5.074080E+001,,1.0000,1.0000,<
PH16_04301,298,PH14_02184,296,,,4.883910E+001,1.0000,298,0,376,275,4.890949E+001,,1.0000,1.0000,<
PH16_04304,289,,,,,0.000000E+000,1.0000,289,0,376,275,,,1.0000,1.0000,<
PH16_04305,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04310,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04315,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04316,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04317,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04320,297,PH14_02214,294,,,3.727598E+001,1.0000,297,2,376,275,3.722093E+001,,1.0000,1.0000,<
PH16_04321,292,,,,,0.000000E+000,1.0000,292,0,376,275,,,1.0000,1.0000,<
PH16_04325,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04330,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04333,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04334,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04335,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04342,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04345,298,PH14_01971,294,,,5.148318E+001,1.0000,298,0,376,275,5.147527E+001,,1.0000,1.0000,<
PH16_04347,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04354,295,,,,,0.000000E+000,1.0000,295,0,376,275,,,1.0000,1.0000,<
PH16_04357,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04359,269,,,,,0.000000E+000,1.0000,269,0,376,275,,,1.0000,1.0000,<
PH16_04380,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04382,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04383,270,,,,,0.000000E+000,1.0000,270,0,376,275,,,1.0000,1.0000,<
PH16_04387,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04391,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04396,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04400,297,,,,,0.000000E+000,1.0000,297,0,376,275,,,1.0000,1.0000,<
PH16_04401,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04402,296,,,,,0.000000E+000,1.0000,296,0,376,275,,,1.0000,1.0000,<
PH16_04405,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04406,298,,,,,0.000000E+000,1.0000,298,0,376,275,,,1.0000,1.0000,<
PH16_04407,298,PH14_01056,297,,,4.440713E+001,1.0000,298,0,376,275,4.463036E+001,,1.0000,1.0000,<
