franz_id,SILLY,Fish ID,DNA Tray Code,DNA Tray Well Code,Sample Year,Sample Date,SEX,Length Mm,Otolith Mark Present,Otolith Mark ID,origin,Sex,date,DOY
PH13_00052,PHOGAN13,52,1300001700,4,2013,17-AUG-13,M,372,NO,NA,Natural,Male,2013-08-17,229
PH13_00053,PHOGAN13,53,1300001700,5,2013,17-AUG-13,M,354,NO,NA,Natural,Male,2013-08-17,229
PH13_00054,PHOGAN13,54,1300001700,6,2013,17-AUG-13,M,451,NO,NA,Natural,Male,2013-08-17,229
PH13_00055,PHOGAN13,55,1300001700,7,2013,17-AUG-13,M,387,NO,NA,Natural,Male,2013-08-17,229
PH13_00056,PHOGAN13,56,1300001700,8,2013,17-AUG-13,M,368,NO,NA,Natural,Male,2013-08-17,229
PH13_00057,PHOGAN13,57,1300001700,9,2013,17-AUG-13,F,NA,NO,NA,Natural,Female,2013-08-17,229
PH13_00058,PHOGAN13,58,1300001700,10,2013,17-AUG-13,M,401,NO,NA,Natural,Male,2013-08-17,229
PH13_00059,PHOGAN13,59,1300001700,11,2013,17-AUG-13,M,406,NO,NA,Natural,Male,2013-08-17,229
PH13_00060,PHOGAN13,60,1300001700,12,2013,17-AUG-13,M,376,NO,NA,Natural,Male,2013-08-17,229
PH13_00061,PHOGAN13,61,1300001700,13,2013,17-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-17,229
PH13_00062,PHOGAN13,62,1300001700,14,2013,17-AUG-13,M,344,NO,NA,Natural,Male,2013-08-17,229
PH13_00063,PHOGAN13,63,1300001700,15,2013,17-AUG-13,M,426,NO,NA,Natural,Male,2013-08-17,229
PH13_00065,PHOGAN13,65,1300001700,17,2013,17-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-17,229
PH13_00066,PHOGAN13,66,1300001700,18,2013,17-AUG-13,M,441,NO,NA,Natural,Male,2013-08-17,229
PH13_00067,PHOGAN13,67,1300001700,19,2013,17-AUG-13,M,382,NO,NA,Natural,Male,2013-08-17,229
PH13_00068,PHOGAN13,68,1300001700,20,2013,17-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-17,229
PH13_00069,PHOGAN13,69,1300001700,21,2013,17-AUG-13,M,433,NO,NA,Natural,Male,2013-08-17,229
PH13_00070,PHOGAN13,70,1300001700,22,2013,17-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-17,229
PH13_00071,PHOGAN13,71,1300001700,23,2013,17-AUG-13,F,NA,NO,NA,Natural,Female,2013-08-17,229
PH13_00072,PHOGAN13,72,1300001658,1,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00074,PHOGAN13,74,1300001658,3,2013,18-AUG-13,M,415,NO,NA,Natural,Male,2013-08-18,230
PH13_00075,PHOGAN13,75,1300001658,4,2013,18-AUG-13,F,410,NO,NA,Natural,Female,2013-08-18,230
PH13_00076,PHOGAN13,76,1300001658,5,2013,18-AUG-13,F,418,NO,NA,Natural,Female,2013-08-18,230
PH13_00077,PHOGAN13,77,1300001658,6,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00078,PHOGAN13,78,1300001658,7,2013,18-AUG-13,M,368,NO,NA,Natural,Male,2013-08-18,230
PH13_00079,PHOGAN13,79,1300001658,8,2013,18-AUG-13,M,396,NO,NA,Natural,Male,2013-08-18,230
PH13_00080,PHOGAN13,80,1300001658,9,2013,18-AUG-13,M,418,NO,NA,Natural,Male,2013-08-18,230
PH13_00081,PHOGAN13,81,1300001658,10,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00083,PHOGAN13,83,1300001658,12,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00084,PHOGAN13,84,1300001658,13,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00085,PHOGAN13,85,1300001658,14,2013,18-AUG-13,M,400,NO,NA,Natural,Male,2013-08-18,230
PH13_00086,PHOGAN13,86,1300001658,15,2013,18-AUG-13,F,388,NO,NA,Natural,Female,2013-08-18,230
PH13_00087,PHOGAN13,87,1300001658,16,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00088,PHOGAN13,88,1300001658,17,2013,18-AUG-13,F,NA,NO,NA,Natural,Female,2013-08-18,230
PH13_00089,PHOGAN13,89,1300001658,18,2013,18-AUG-13,M,390,NO,NA,Natural,Male,2013-08-18,230
PH13_00090,PHOGAN13,90,1300001658,19,2013,18-AUG-13,F,NA,NO,NA,Natural,Female,2013-08-18,230
PH13_00091,PHOGAN13,91,1300001658,20,2013,18-AUG-13,M,482,NO,NA,Natural,Male,2013-08-18,230
PH13_00092,PHOGAN13,92,1300001658,21,2013,18-AUG-13,M,452,NO,NA,Natural,Male,2013-08-18,230
PH13_00093,PHOGAN13,93,1300001658,22,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00094,PHOGAN13,94,1300001658,23,2013,18-AUG-13,M,373,NO,NA,Natural,Male,2013-08-18,230
PH13_00095,PHOGAN13,95,1300001658,24,2013,18-AUG-13,M,384,NO,NA,Natural,Male,2013-08-18,230
PH13_00096,PHOGAN13,96,1300001658,25,2013,18-AUG-13,F,NA,NO,NA,Natural,Female,2013-08-18,230
PH13_00097,PHOGAN13,97,1300001658,26,2013,18-AUG-13,M,388,NO,NA,Natural,Male,2013-08-18,230
PH13_00098,PHOGAN13,98,1300001658,27,2013,18-AUG-13,M,370,NO,NA,Natural,Male,2013-08-18,230
PH13_00099,PHOGAN13,99,1300001658,28,2013,18-AUG-13,M,480,NO,NA,Natural,Male,2013-08-18,230
PH13_00100,PHOGAN13,100,1300001658,29,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00101,PHOGAN13,101,1300001658,30,2013,18-AUG-13,M,396,NO,NA,Natural,Male,2013-08-18,230
PH13_00102,PHOGAN13,102,1300001658,31,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00103,PHOGAN13,103,1300001658,32,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00104,PHOGAN13,104,1300001658,33,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00105,PHOGAN13,105,1300001658,34,2013,18-AUG-13,M,376,NO,NA,Natural,Male,2013-08-18,230
PH13_00106,PHOGAN13,106,1300001658,35,2013,18-AUG-13,M,366,NO,NA,Natural,Male,2013-08-18,230
PH13_00107,PHOGAN13,107,1300001658,36,2013,18-AUG-13,M,308,NO,NA,Natural,Male,2013-08-18,230
PH13_00108,PHOGAN13,108,1300001658,37,2013,18-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-18,230
PH13_00109,PHOGAN13,109,1300001658,38,2013,18-AUG-13,M,396,NO,NA,Natural,Male,2013-08-18,230
PH13_00110,PHOGAN13,110,1300001716,1,2013,31-AUG-13,F,427,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00111,PHOGAN13,111,1300001716,2,2013,31-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-31,243
PH13_00112,PHOGAN13,112,1300001716,3,2013,31-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-31,243
PH13_00113,PHOGAN13,113,1300001716,4,2013,31-AUG-13,M,383,YES,AFK11A,Hatchery,Male,2013-08-31,243
PH13_00114,PHOGAN13,114,1300001716,5,2013,31-AUG-13,M,428,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00115,PHOGAN13,115,1300001716,6,2013,31-AUG-13,F,432,YES,WNH11PINKB,Hatchery,Female,2013-08-31,243
PH13_00116,PHOGAN13,116,1300001716,7,2013,31-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-31,243
PH13_00117,PHOGAN13,117,1300001716,8,2013,31-AUG-13,M,367,NO,NA,Natural,Male,2013-08-31,243
PH13_00118,PHOGAN13,118,1300001716,9,2013,31-AUG-13,F,437,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00119,PHOGAN13,119,1300001716,10,2013,31-AUG-13,F,404,NO,NA,Natural,Female,2013-08-31,243
PH13_00120,PHOGAN13,120,1300001716,11,2013,31-AUG-13,F,NA,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00121,PHOGAN13,121,1300001716,12,2013,31-AUG-13,F,431,YES,WNH11PINKA,Hatchery,Female,2013-08-31,243
PH13_00122,PHOGAN13,122,1300001716,13,2013,31-AUG-13,M,414,NO,NA,Natural,Male,2013-08-31,243
PH13_00123,PHOGAN13,123,1300001716,14,2013,31-AUG-13,F,427,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00124,PHOGAN13,124,1300001716,15,2013,31-AUG-13,F,374,NO,NA,Natural,Female,2013-08-31,243
PH13_00125,PHOGAN13,125,1300001716,16,2013,31-AUG-13,F,442,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00126,PHOGAN13,126,1300001716,17,2013,31-AUG-13,F,431,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00127,PHOGAN13,127,1300001716,18,2013,31-AUG-13,F,425,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00128,PHOGAN13,128,1300001716,19,2013,31-AUG-13,F,403,NO,NA,Natural,Female,2013-08-31,243
PH13_00129,PHOGAN13,129,1300001716,20,2013,31-AUG-13,F,436,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00131,PHOGAN13,131,1300001716,22,2013,31-AUG-13,F,420,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00133,PHOGAN13,133,1300001716,24,2013,31-AUG-13,M,422,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00134,PHOGAN13,134,1300001716,25,2013,31-AUG-13,M,396,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00135,PHOGAN13,135,1300001716,26,2013,31-AUG-13,F,394,NO,NA,Natural,Female,2013-08-31,243
PH13_00136,PHOGAN13,136,1300001716,27,2013,31-AUG-13,F,387,YES,WNH11PINKB,Hatchery,Female,2013-08-31,243
PH13_00137,PHOGAN13,137,1300001716,28,2013,31-AUG-13,M,447,NO,NA,Natural,Male,2013-08-31,243
PH13_00138,PHOGAN13,138,1300001716,29,2013,31-AUG-13,M,394,NO,NA,Natural,Male,2013-08-31,243
PH13_00139,PHOGAN13,139,1300001716,30,2013,31-AUG-13,M,461,NO,NA,Natural,Male,2013-08-31,243
PH13_00140,PHOGAN13,140,1300001716,31,2013,31-AUG-13,F,406,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00141,PHOGAN13,141,1300001716,32,2013,31-AUG-13,M,374,NO,NA,Natural,Male,2013-08-31,243
PH13_00142,PHOGAN13,142,1300001716,33,2013,31-AUG-13,F,428,NO,NA,Natural,Female,2013-08-31,243
PH13_00143,PHOGAN13,143,1300001716,34,2013,31-AUG-13,F,426,NO,NA,Natural,Female,2013-08-31,243
PH13_00144,PHOGAN13,144,1300001716,35,2013,31-AUG-13,M,367,NO,NA,Natural,Male,2013-08-31,243
PH13_00145,PHOGAN13,145,1300001716,36,2013,31-AUG-13,M,416,NO,NA,Natural,Male,2013-08-31,243
PH13_00146,PHOGAN13,146,1300001716,37,2013,31-AUG-13,M,375,NO,NA,Natural,Male,2013-08-31,243
PH13_00147,PHOGAN13,147,1300001716,38,2013,31-AUG-13,M,428,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00148,PHOGAN13,148,1300001716,39,2013,31-AUG-13,F,NA,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00149,PHOGAN13,149,1300001716,40,2013,31-AUG-13,F,420,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00150,PHOGAN13,150,1300001716,41,2013,31-AUG-13,F,430,YES,WNH11PINKB,Hatchery,Female,2013-08-31,243
PH13_00151,PHOGAN13,151,1300001716,42,2013,31-AUG-13,M,366,NO,NA,Natural,Male,2013-08-31,243
PH13_00152,PHOGAN13,152,1300001716,43,2013,31-AUG-13,F,407,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00153,PHOGAN13,153,1300001716,44,2013,31-AUG-13,F,409,NO,NA,Natural,Female,2013-08-31,243
PH13_00154,PHOGAN13,154,1300001716,45,2013,31-AUG-13,F,402,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00155,PHOGAN13,155,1300001716,46,2013,31-AUG-13,F,381,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00156,PHOGAN13,156,1300001716,47,2013,31-AUG-13,M,385,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00157,PHOGAN13,157,1300001716,48,2013,31-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-31,243
PH13_00158,PHOGAN13,158,1300001723,1,2013,31-AUG-13,M,376,NO,NA,Natural,Male,2013-08-31,243
PH13_00159,PHOGAN13,159,1300001723,2,2013,31-AUG-13,M,398,NO,NA,Natural,Male,2013-08-31,243
PH13_00160,PHOGAN13,160,1300001723,3,2013,31-AUG-13,M,397,NO,NA,Natural,Male,2013-08-31,243
PH13_00161,PHOGAN13,161,1300001723,4,2013,31-AUG-13,F,402,NO,NA,Natural,Female,2013-08-31,243
PH13_00162,PHOGAN13,162,1300001723,5,2013,31-AUG-13,F,411,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00163,PHOGAN13,163,1300001723,6,2013,31-AUG-13,F,396,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00164,PHOGAN13,164,1300001723,7,2013,31-AUG-13,M,NA,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00165,PHOGAN13,165,1300001723,8,2013,31-AUG-13,M,405,NO,NA,Natural,Male,2013-08-31,243
PH13_00166,PHOGAN13,166,1300001723,9,2013,31-AUG-13,M,422,NO,NA,Natural,Male,2013-08-31,243
PH13_00167,PHOGAN13,167,1300001723,10,2013,31-AUG-13,M,460,NO,NA,Natural,Male,2013-08-31,243
PH13_00168,PHOGAN13,168,1300001723,11,2013,31-AUG-13,M,458,NO,NA,Natural,Male,2013-08-31,243
PH13_00169,PHOGAN13,169,1300001723,12,2013,31-AUG-13,F,422,NO,NA,Natural,Female,2013-08-31,243
PH13_00170,PHOGAN13,170,1300001723,13,2013,31-AUG-13,M,416,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00171,PHOGAN13,171,1300001723,14,2013,31-AUG-13,M,389,NO,NA,Natural,Male,2013-08-31,243
PH13_00172,PHOGAN13,172,1300001723,15,2013,31-AUG-13,M,410,NO,NA,Natural,Male,2013-08-31,243
PH13_00174,PHOGAN13,174,1300001723,17,2013,31-AUG-13,F,457,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00175,PHOGAN13,175,1300001723,18,2013,31-AUG-13,F,423,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00176,PHOGAN13,176,1300001723,19,2013,31-AUG-13,M,390,NO,NA,Natural,Male,2013-08-31,243
PH13_00177,PHOGAN13,177,1300001723,20,2013,31-AUG-13,M,410,YES,AFK11A,Hatchery,Male,2013-08-31,243
PH13_00178,PHOGAN13,178,1300001723,21,2013,31-AUG-13,F,384,NO,NA,Natural,Female,2013-08-31,243
PH13_00179,PHOGAN13,179,1300001723,22,2013,31-AUG-13,M,409,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00180,PHOGAN13,180,1300001723,23,2013,31-AUG-13,M,394,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00181,PHOGAN13,181,1300001723,24,2013,31-AUG-13,M,400,NO,NA,Natural,Male,2013-08-31,243
PH13_00182,PHOGAN13,182,1300001723,25,2013,31-AUG-13,M,379,YES,WNH11PINKB,Hatchery,Male,2013-08-31,243
PH13_00183,PHOGAN13,183,1300001723,26,2013,31-AUG-13,M,NA,NO,NA,Natural,Male,2013-08-31,243
PH13_00184,PHOGAN13,184,1300001723,27,2013,31-AUG-13,M,393,NO,NA,Natural,Male,2013-08-31,243
PH13_00185,PHOGAN13,185,1300001723,28,2013,31-AUG-13,F,395,NO,NA,Natural,Female,2013-08-31,243
PH13_00186,PHOGAN13,186,1300001723,29,2013,31-AUG-13,F,400,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00187,PHOGAN13,187,1300001723,30,2013,31-AUG-13,M,419,NO,NA,Natural,Male,2013-08-31,243
PH13_00188,PHOGAN13,188,1300001723,31,2013,31-AUG-13,M,408,NO,NA,Natural,Male,2013-08-31,243
PH13_00189,PHOGAN13,189,1300001723,32,2013,31-AUG-13,M,392,NO,NA,Natural,Male,2013-08-31,243
PH13_00190,PHOGAN13,190,1300001723,33,2013,31-AUG-13,F,403,NO,NA,Natural,Female,2013-08-31,243
PH13_00191,PHOGAN13,191,1300001723,34,2013,31-AUG-13,F,407,NO,NA,Natural,Female,2013-08-31,243
PH13_00192,PHOGAN13,192,1300001723,35,2013,31-AUG-13,M,411,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00193,PHOGAN13,193,1300001723,36,2013,31-AUG-13,F,375,NO,NA,Natural,Female,2013-08-31,243
PH13_00194,PHOGAN13,194,1300001723,37,2013,31-AUG-13,M,406,NO,NA,Natural,Male,2013-08-31,243
PH13_00195,PHOGAN13,195,1300001723,38,2013,31-AUG-13,F,418,NO,NA,Natural,Female,2013-08-31,243
PH13_00196,PHOGAN13,196,1300001723,39,2013,31-AUG-13,F,397,YES,AFK11A,Hatchery,Female,2013-08-31,243
PH13_00197,PHOGAN13,197,1300001723,40,2013,31-AUG-13,M,384,NO,NA,Natural,Male,2013-08-31,243
PH13_00198,PHOGAN13,198,1300001723,41,2013,31-AUG-13,M,405,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00200,PHOGAN13,200,1300001723,43,2013,31-AUG-13,M,380,NO,NA,Natural,Male,2013-08-31,243
PH13_00201,PHOGAN13,201,1300001723,44,2013,31-AUG-13,M,397,YES,WNH11PINKA,Hatchery,Male,2013-08-31,243
PH13_00202,PHOGAN13,202,1300001723,45,2013,31-AUG-13,M,396,NO,NA,Natural,Male,2013-08-31,243
PH13_00203,PHOGAN13,203,1300001723,46,2013,31-AUG-13,F,397,NO,NA,Natural,Female,2013-08-31,243
PH13_00204,PHOGAN13,204,1300001723,47,2013,31-AUG-13,M,356,NO,NA,Natural,Male,2013-08-31,243
PH13_00205,PHOGAN13,205,1300001723,48,2013,31-AUG-13,M,358,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00206,PHOGAN13,206,1300001725,1,2013,31-AUG-13,F,392,NO,NA,Natural,Female,2013-08-31,243
PH13_00207,PHOGAN13,207,1300001725,2,2013,31-AUG-13,M,397,NO,NA,Natural,Male,2013-08-31,243
PH13_00208,PHOGAN13,208,1300001725,3,2013,31-AUG-13,F,411,NO,NA,Natural,Female,2013-08-31,243
PH13_00209,PHOGAN13,209,1300001725,4,2013,31-AUG-13,M,NA,YES,WNH11PINKB,Hatchery,Male,2013-08-31,243
PH13_00210,PHOGAN13,210,1300001725,5,2013,31-AUG-13,F,430,NO,NA,Natural,Female,2013-08-31,243
PH13_00211,PHOGAN13,211,1300001725,6,2013,31-AUG-13,M,417,YES,WNH11PINKB,Hatchery,Male,2013-08-31,243
PH13_00212,PHOGAN13,212,1300001725,7,2013,31-AUG-13,M,437,YES,AFK11A,Hatchery,Male,2013-08-31,243
PH13_00213,PHOGAN13,213,1300001725,8,2013,31-AUG-13,F,408,YES,WNH11PINKB,Hatchery,Female,2013-08-31,243
PH13_00214,PHOGAN13,214,1300001725,9,2013,31-AUG-13,F,398,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00215,PHOGAN13,215,1300001725,10,2013,31-AUG-13,M,414,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00216,PHOGAN13,216,1300001725,11,2013,31-AUG-13,M,427,NO,NA,Natural,Male,2013-08-31,243
PH13_00217,PHOGAN13,217,1300001725,12,2013,31-AUG-13,M,381,NO,NA,Natural,Male,2013-08-31,243
PH13_00218,PHOGAN13,218,1300001725,13,2013,31-AUG-13,F,409,NO,NA,Natural,Female,2013-08-31,243
PH13_00219,PHOGAN13,219,1300001725,14,2013,31-AUG-13,M,396,YES,AFK11A,Hatchery,Male,2013-08-31,243
PH13_00220,PHOGAN13,220,1300001725,15,2013,31-AUG-13,F,403,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00221,PHOGAN13,221,1300001725,16,2013,31-AUG-13,M,366,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00222,PHOGAN13,222,1300001725,17,2013,31-AUG-13,F,402,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00223,PHOGAN13,223,1300001725,18,2013,31-AUG-13,M,396,YES,AFK11B,Hatchery,Male,2013-08-31,243
PH13_00224,PHOGAN13,224,1300001725,19,2013,31-AUG-13,M,427,NO,NA,Natural,Male,2013-08-31,243
PH13_00225,PHOGAN13,225,1300001725,20,2013,31-AUG-13,F,388,YES,AFK11B,Hatchery,Female,2013-08-31,243
PH13_00226,PHOGAN13,226,1300001725,21,2013,31-AUG-13,M,413,NO,NA,Natural,Male,2013-08-31,243
PH13_00227,PHOGAN13,227,1300001725,22,2013,31-AUG-13,F,395,NO,NA,Natural,Female,2013-08-31,243
PH13_00228,PHOGAN13,228,1300001725,23,2013,31-AUG-13,M,415,NO,NA,Natural,Male,2013-08-31,243
PH13_00229,PHOGAN13,229,1300001725,24,2013,31-AUG-13,M,402,NO,NA,Natural,Male,2013-08-31,243
PH13_00230,PHOGAN13,230,1300001725,25,2013,31-AUG-13,M,391,NO,NA,Natural,Male,2013-08-31,243
PH13_00231,PHOGAN13,231,1300001725,26,2013,31-AUG-13,F,403,YES,AFK11B,Hatchery,Female,2013-08-31,243
