franz_id,SILLY,Fish ID,DNA Tray Code,DNA Tray Well Code,Sample Year,Sample Date,SEX,Length Mm,Otolith Mark Present,Otolith Mark ID,origin,Sex,date,DOY,n,lineage
PS14_00169,PSTOCK14,169,1400000869,16,2014,2014-09-05,M,450,YES,AFK12B,Hatchery,Male,2014-09-05,248,0,NA
PS14_00170,PSTOCK14,170,1400000869,17,2014,2014-09-05,F,430,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00172,PSTOCK14,172,1400000869,19,2014,2014-09-05,F,NA,NO,NA,Natural,Female,2014-09-05,248,2,even
PS14_00174,PSTOCK14,174,1400000869,21,2014,2014-09-05,F,445,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00176,PSTOCK14,176,1400000869,23,2014,2014-09-05,F,435,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00179,PSTOCK14,179,1400000869,26,2014,2014-09-05,F,445,NO,NA,Natural,Female,2014-09-05,248,3,even
PS14_00182,PSTOCK14,182,1400000869,29,2014,2014-09-05,F,430,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00184,PSTOCK14,184,1400000869,31,2014,2014-09-05,F,NA,YES,AFK12B,Hatchery,Female,2014-09-05,248,1,even
PS14_00185,PSTOCK14,185,1400000869,32,2014,2014-09-05,M,435,YES,AFK12B,Hatchery,Male,2014-09-05,248,1,even
PS14_00186,PSTOCK14,186,1400000869,33,2014,2014-09-05,F,420,NO,NA,Natural,Female,2014-09-05,248,0,NA
PS14_00187,PSTOCK14,187,1400000869,34,2014,2014-09-05,M,410,YES,AFK12B,Hatchery,Male,2014-09-05,248,0,NA
PS14_00189,PSTOCK14,189,1400000869,36,2014,2014-09-05,M,435,YES,AFK12B,Hatchery,Male,2014-09-05,248,0,NA
PS14_00190,PSTOCK14,190,1400000869,37,2014,2014-09-05,F,450,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00191,PSTOCK14,191,1400000869,38,2014,2014-09-05,F,440,YES,AFK12B,Hatchery,Female,2014-09-05,248,2,even
PS14_00194,PSTOCK14,194,1400000869,41,2014,2014-09-05,F,415,NO,NA,Natural,Female,2014-09-05,248,0,NA
PS14_00195,PSTOCK14,195,1400000869,42,2014,2014-09-05,F,470,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00197,PSTOCK14,197,1400000869,44,2014,2014-09-05,F,425,NO,NA,Natural,Female,2014-09-05,248,0,NA
PS14_00201,PSTOCK14,201,1400000869,48,2014,2014-09-05,F,450,YES,AFK12B,Hatchery,Female,2014-09-05,248,2,even
PS14_00202,PSTOCK14,202,1400000870,1,2014,2014-09-05,F,425,NO,NA,Natural,Female,2014-09-05,248,0,NA
PS14_00203,PSTOCK14,203,1400000870,2,2014,2014-09-05,F,NA,YES,AFK12B,Hatchery,Female,2014-09-05,248,2,even
PS14_00205,PSTOCK14,205,1400000870,4,2014,2014-09-05,F,465,NO,NA,Natural,Female,2014-09-05,248,1,even
PS14_00208,PSTOCK14,208,1400000870,7,2014,2014-09-05,F,455,YES,AFK12B,Hatchery,Female,2014-09-05,248,3,even
PS14_00210,PSTOCK14,210,1400000870,9,2014,2014-09-05,F,425,YES,AFK12B,Hatchery,Female,2014-09-05,248,2,even
PS14_00211,PSTOCK14,211,1400000870,10,2014,2014-09-05,F,440,NO,NA,Natural,Female,2014-09-05,248,4,even
PS14_00214,PSTOCK14,214,1400000870,13,2014,2014-09-05,F,NA,NO,NA,Natural,Female,2014-09-05,248,0,NA
PS14_00220,PSTOCK14,220,1400000870,19,2014,2014-09-05,F,NA,NO,NA,Natural,Female,2014-09-05,248,1,even
PS14_00221,PSTOCK14,221,1400000870,20,2014,2014-09-05,F,445,NO,NA,Natural,Female,2014-09-05,248,1,even
PS14_00222,PSTOCK14,222,1400000870,21,2014,2014-09-05,M,420,YES,AFK12B,Hatchery,Male,2014-09-05,248,0,NA
PS14_00224,PSTOCK14,224,1400000870,23,2014,2014-09-05,F,445,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00225,PSTOCK14,225,1400000870,24,2014,2014-09-05,F,445,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00226,PSTOCK14,226,1400000870,25,2014,2014-09-05,F,455,NO,NA,Natural,Female,2014-09-05,248,3,even
PS14_00227,PSTOCK14,227,1400000870,26,2014,2014-09-05,F,445,NO,NA,Natural,Female,2014-09-05,248,2,even
PS14_00230,PSTOCK14,230,1400000870,29,2014,2014-09-05,F,445,NO,NA,Natural,Female,2014-09-05,248,1,even
PS14_00231,PSTOCK14,231,1400000870,30,2014,2014-09-05,F,415,NO,NA,Natural,Female,2014-09-05,248,2,even
PS14_00232,PSTOCK14,232,1400000870,31,2014,2014-09-05,M,460,YES,AFK12B,Hatchery,Male,2014-09-05,248,1,even
PS14_00234,PSTOCK14,234,1400000870,33,2014,2014-09-05,F,NA,NO,NA,Natural,Female,2014-09-05,248,2,even
PS14_00236,PSTOCK14,236,1400000870,35,2014,2014-09-05,F,470,NO,NA,Natural,Female,2014-09-05,248,0,NA
PS14_00238,PSTOCK14,238,1400000870,37,2014,2014-09-05,F,445,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00240,PSTOCK14,240,1400000870,39,2014,2014-09-05,F,405,NO,NA,Natural,Female,2014-09-05,248,2,even
PS14_00241,PSTOCK14,241,1400000870,40,2014,2014-09-05,F,425,NO,NA,Natural,Female,2014-09-05,248,1,even
PS14_00242,PSTOCK14,242,1400000870,41,2014,2014-09-05,F,435,YES,AFK12B,Hatchery,Female,2014-09-05,248,0,NA
PS14_00243,PSTOCK14,243,1400000870,42,2014,2014-09-05,M,NA,YES,AFK12B,Hatchery,Male,2014-09-05,248,0,NA
PS14_00244,PSTOCK14,244,1400000870,43,2014,2014-09-05,M,NA,YES,AFK12B,Hatchery,Male,2014-09-05,248,0,NA
PS14_00248,PSTOCK14,248,1400000870,47,2014,2014-09-05,M,NA,NO,NA,Natural,Male,2014-09-05,248,1,even
PS14_00249,PSTOCK14,249,1400000870,48,2014,2014-09-05,F,455,NO,NA,Natural,Female,2014-09-05,248,2,even
PS14_00251,PSTOCK14,251,1400000853,2,2014,2014-09-02,M,450,YES,AFK12B,Hatchery,Male,2014-09-02,245,3,even
PS14_00252,PSTOCK14,252,1400000853,3,2014,2014-09-02,M,485,YES,AFK12B,Hatchery,Male,2014-09-02,245,1,even
PS14_00253,PSTOCK14,253,1400000853,4,2014,2014-09-02,M,435,YES,AFK12B,Hatchery,Male,2014-09-02,245,0,NA
PS14_00255,PSTOCK14,255,1400000853,6,2014,2014-09-02,M,500,YES,AFK12B,Hatchery,Male,2014-09-02,245,3,even
PS14_00256,PSTOCK14,256,1400000853,7,2014,2014-09-02,F,435,NO,NA,Natural,Female,2014-09-02,245,3,even
PS14_00257,PSTOCK14,257,1400000853,8,2014,2014-09-02,F,400,NO,NA,Natural,Female,2014-09-02,245,1,even
PS14_00258,PSTOCK14,258,1400000853,9,2014,2014-09-02,F,435,NO,NA,Natural,Female,2014-09-02,245,1,even
PS14_00259,PSTOCK14,259,1400000853,10,2014,2014-09-02,F,450,YES,AFK12B,Hatchery,Female,2014-09-02,245,5,even
PS14_00260,PSTOCK14,260,1400000853,11,2014,2014-09-02,M,425,NO,NA,Natural,Male,2014-09-02,245,2,even
PS14_00262,PSTOCK14,262,1400000853,13,2014,2014-09-02,F,445,NO,NA,Natural,Female,2014-09-02,245,0,NA
PS14_00263,PSTOCK14,263,1400000853,14,2014,2014-09-02,F,405,YES,AFK12B,Hatchery,Female,2014-09-02,245,4,even
PS14_00264,PSTOCK14,264,1400000853,15,2014,2014-09-02,M,465,NO,NA,Natural,Male,2014-09-02,245,8,even
PS14_00268,PSTOCK14,268,1400000853,19,2014,2014-09-02,M,450,YES,AFK12B,Hatchery,Male,2014-09-02,245,0,NA
PS14_00269,PSTOCK14,269,1400000853,20,2014,2014-09-02,F,410,NO,NA,Natural,Female,2014-09-02,245,1,even
PS14_00271,PSTOCK14,271,1400000853,22,2014,2014-09-02,M,NA,YES,AFK12B,Hatchery,Male,2014-09-02,245,4,even
PS14_00272,PSTOCK14,272,1400000853,23,2014,2014-09-02,M,470,YES,AFK12B,Hatchery,Male,2014-09-02,245,3,even
PS14_00273,PSTOCK14,273,1400000853,24,2014,2014-09-02,M,440,YES,AFK12B,Hatchery,Male,2014-09-02,245,0,NA
PS14_00274,PSTOCK14,274,1400000853,25,2014,2014-09-02,M,405,NO,NA,Natural,Male,2014-09-02,245,3,even
PS14_00275,PSTOCK14,275,1400000853,26,2014,2014-09-02,M,425,YES,AFK12B,Hatchery,Male,2014-09-02,245,0,NA
PS14_00276,PSTOCK14,276,1400000853,27,2014,2014-09-02,F,435,NO,NA,Natural,Female,2014-09-02,245,6,even
PS14_00277,PSTOCK14,277,1400000853,28,2014,2014-09-02,F,450,YES,AFK12B,Hatchery,Female,2014-09-02,245,1,even
PS14_00279,PSTOCK14,279,1400000853,30,2014,2014-09-02,F,425,YES,AFK12B,Hatchery,Female,2014-09-02,245,2,even
PS14_00280,PSTOCK14,280,1400000853,31,2014,2014-09-02,F,445,YES,AFK12B,Hatchery,Female,2014-09-02,245,5,even
PS14_00281,PSTOCK14,281,1400000853,32,2014,2014-09-02,M,NA,YES,AFK12B,Hatchery,Male,2014-09-02,245,0,NA
PS14_00286,PSTOCK14,286,1400000723,4,2014,2014-08-21,M,400,YES,AFK12B,Hatchery,Male,2014-08-21,233,0,NA
PS14_00288,PSTOCK14,288,1400000723,6,2014,2014-08-21,F,425,YES,AFK12B,Hatchery,Female,2014-08-21,233,0,NA
PS14_00290,PSTOCK14,290,1400000723,8,2014,2014-08-21,M,440,YES,AFK12B,Hatchery,Male,2014-08-21,233,1,even
PS14_00292,PSTOCK14,292,1400000723,10,2014,2014-08-21,M,445,YES,AFK12B,Hatchery,Male,2014-08-21,233,0,NA
PS14_00299,PSTOCK14,299,1400000723,17,2014,2014-08-21,M,410,YES,AFK12B,Hatchery,Male,2014-08-21,233,2,even
PS14_00301,PSTOCK14,301,1400000723,19,2014,2014-08-21,F,455,YES,AFK12B,Hatchery,Female,2014-08-21,233,4,even
PS14_00302,PSTOCK14,302,1400000723,20,2014,2014-08-21,F,445,YES,AFK12B,Hatchery,Female,2014-08-21,233,0,NA
PS14_00303,PSTOCK14,303,1400000723,21,2014,2014-08-21,F,455,YES,AFK12B,Hatchery,Female,2014-08-21,233,0,NA
PS14_00307,PSTOCK14,307,1400000723,25,2014,2014-08-21,F,445,YES,AFK12B,Hatchery,Female,2014-08-21,233,0,NA
PS14_00308,PSTOCK14,308,1400000723,26,2014,2014-08-21,F,425,YES,AFK12B,Hatchery,Female,2014-08-21,233,0,NA
PS14_00310,PSTOCK14,310,1400000723,28,2014,2014-08-21,M,425,YES,AFK12B,Hatchery,Male,2014-08-21,233,0,NA
PS14_00311,PSTOCK14,311,1400000723,29,2014,2014-08-21,M,395,YES,AFK12B,Hatchery,Male,2014-08-21,233,2,even
PS14_00312,PSTOCK14,312,1400000723,30,2014,2014-08-21,F,NA,NO,NA,Natural,Female,2014-08-21,233,0,NA
PS14_00313,PSTOCK14,313,1400000723,31,2014,2014-08-21,M,430,YES,AFK12B,Hatchery,Male,2014-08-21,233,4,even
PS14_00314,PSTOCK14,314,1400000723,32,2014,2014-08-21,F,445,YES,AFK12B,Hatchery,Female,2014-08-21,233,1,even
PS14_00315,PSTOCK14,315,1400000723,33,2014,2014-08-21,F,420,NO,NA,Natural,Female,2014-08-21,233,5,even
PS14_00316,PSTOCK14,316,1400000723,34,2014,2014-08-21,M,440,NO,NA,Natural,Male,2014-08-21,233,1,even
PS14_00318,PSTOCK14,318,1400000723,36,2014,2014-08-21,F,425,NO,NA,Natural,Female,2014-08-21,233,10,even
PS14_00320,PSTOCK14,320,1400000723,38,2014,2014-08-21,F,425,NO,NA,Natural,Female,2014-08-21,233,10,even
PS14_00321,PSTOCK14,321,1400000723,39,2014,2014-08-21,F,430,NO,NA,Natural,Female,2014-08-21,233,0,NA
PS14_00323,PSTOCK14,323,1400000723,41,2014,2014-08-21,M,435,NO,NA,Natural,Male,2014-08-21,233,0,NA
PS14_00324,PSTOCK14,324,1400000723,42,2014,2014-08-21,M,415,NO,NA,Natural,Male,2014-08-21,233,1,even
PS14_00325,PSTOCK14,325,1400000723,43,2014,2014-08-21,M,425,NO,NA,Natural,Male,2014-08-21,233,3,even
PS14_00326,PSTOCK14,326,1400000723,44,2014,2014-08-21,M,485,NO,NA,Natural,Male,2014-08-21,233,1,even
PS14_00327,PSTOCK14,327,1400000723,45,2014,2014-08-21,F,435,NO,NA,Natural,Female,2014-08-21,233,6,even
PS14_00329,PSTOCK14,329,1400000735,2,2014,2014-08-27,M,360,YES,AFK12B,Hatchery,Male,2014-08-27,239,2,even
PS14_00330,PSTOCK14,330,1400000735,3,2014,2014-08-27,F,380,NO,NA,Natural,Female,2014-08-27,239,2,even
PS14_00331,PSTOCK14,331,1400000735,4,2014,2014-08-27,M,405,YES,AFK12B,Hatchery,Male,2014-08-27,239,0,NA
PS14_00332,PSTOCK14,332,1400000735,5,2014,2014-08-27,M,410,YES,AFK12B,Hatchery,Male,2014-08-27,239,4,even
PS14_00334,PSTOCK14,334,1400000735,7,2014,2014-08-27,M,350,NO,NA,Natural,Male,2014-08-27,239,0,NA
PS14_00337,PSTOCK14,337,1400000735,10,2014,2014-08-27,F,385,NO,NA,Natural,Female,2014-08-27,239,0,NA
PS14_00338,PSTOCK14,338,1400000735,11,2014,2014-08-27,M,410,NO,NA,Natural,Male,2014-08-27,239,1,even
PS14_00339,PSTOCK14,339,1400000735,12,2014,2014-08-27,M,NA,NO,NA,Natural,Male,2014-08-27,239,2,even
PS14_00341,PSTOCK14,341,1400000735,14,2014,2014-08-27,F,NA,NO,NA,Natural,Female,2014-08-27,239,0,NA
PS14_00342,PSTOCK14,342,1400000735,15,2014,2014-08-27,M,355,NO,NA,Natural,Male,2014-08-27,239,0,NA
PS14_00343,PSTOCK14,343,1400000735,16,2014,2014-08-27,M,385,YES,AFK12B,Hatchery,Male,2014-08-27,239,1,even
PS14_00345,PSTOCK14,345,1400000735,18,2014,2014-08-27,M,410,NO,NA,Natural,Male,2014-08-27,239,4,even
PS14_00347,PSTOCK14,347,1400000735,20,2014,2014-08-27,M,410,NO,NA,Natural,Male,2014-08-27,239,1,even
PS14_00348,PSTOCK14,348,1400000735,21,2014,2014-08-27,M,390,NO,NA,Natural,Male,2014-08-27,239,1,even
PS14_00349,PSTOCK14,349,1400000735,22,2014,2014-08-27,M,455,YES,AFK12B,Hatchery,Male,2014-08-27,239,6,even
