variable,Estimate,Std. Error,z value,Pr(>|z|),name,model,AIC,residual_deviance,residual_df,null_deviance,null_df,df,AIC_weight,delta_AIC
`Length Mm`,8.833602954324391e-4,0.04407731622400043,0.020041154296763713,0.9840105427683367,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,2256.3290269895324,716.7053503839969,720,993.5276066242393,725,7,2.791479732011093e-5,17.3614979820386
SEXM,0.11267519930533014,0.1067535810793601,1.055469972680054,0.2912104354962714,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,2256.3290269895324,716.7053503839969,720,993.5276066242393,725,7,2.791479732011093e-5,17.3614979820386
Distance,-0.002120836734875511,1.873141219125921e-4,-11.322353665705858,1.0170406691549953e-29,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,2256.3290269895324,716.7053503839969,720,993.5276066242393,725,7,2.791479732011093e-5,17.3614979820386
originHatchery,-0.8027170422328405,0.10836565710424136,-7.407485578762967,1.2871647636703026e-13,RS.glm.6,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + origin,2256.3290269895324,716.7053503839969,720,993.5276066242393,725,7,2.791479732011093e-5,17.3614979820386
(Intercept),325.3576758215304,113.2706922082381,2.8723906376716513,0.004073790528394319,RS.glm.79,n ~ `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2273.831626920537,718.6330764448907,720,970.0125728652336,725,7,4.417669221743131e-9,34.864097913043224
`Length Mm`,0.011668990764341223,0.002145876299593442,5.437867395502728,5.3922080735812866e-8,RS.glm.79,n ~ `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2273.831626920537,718.6330764448907,720,970.0125728652336,725,7,4.417669221743131e-9,34.864097913043224
IntertidalUpstream,-1.0178708155209844,0.10910764334782398,-9.329051423795457,1.0682262286578185e-20,RS.glm.79,n ~ `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2273.831626920537,718.6330764448907,720,970.0125728652336,725,7,4.417669221743131e-9,34.864097913043224
I(Julian^2),0.005430500177831888,0.001952444655029721,2.781384949295386,0.005412751234860577,RS.glm.79,n ~ `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2273.831626920537,718.6330764448907,720,970.0125728652336,725,7,4.417669221743131e-9,34.864097913043224
Julian,-2.67448482012732,0.9401027314935375,-2.8448857029469283,0.0044427361674692425,RS.glm.79,n ~ `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2273.831626920537,718.6330764448907,720,970.0125728652336,725,7,4.417669221743131e-9,34.864097913043224
originHatchery,-0.8177254313862428,0.10968604119532689,-7.45514581869221,8.976849155341155e-14,RS.glm.79,n ~ `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2273.831626920537,718.6330764448907,720,970.0125728652336,725,7,4.417669221743131e-9,34.864097913043224
(Intercept),337.1446281436062,112.91508938345447,2.985824392333238,0.0028281499978910765,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
`Length Mm`,0.007783777395931002,0.0035728677183540568,2.178579787867663,0.029362899042452633,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
SEXM,-2.6251296543355513,1.8127604985981134,-1.4481392640482174,0.14757810648065056,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
IntertidalUpstream,-1.0261912800751034,0.10913319238534204,-9.403108785196078,5.2974269632242304e-21,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
I(Julian^2),0.005596844560104704,0.0019460094878137567,2.8760623188905807,0.004026702031880565,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
Julian,-2.756549028747764,0.9369999028830173,-2.9418882758325258,0.003262175981937263,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
originHatchery,-0.7821499170293736,0.112315672493679,-6.963853749559235,3.310883262032611e-12,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
`Length Mm`:SEXM,0.006029462841106375,0.0042221162185728115,1.4280665261138867,0.15327271118307878,RS.glm.74,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2275.6241414215447,717.7181997864428,718,971.9385716938156,725,9,1.8028251839740744e-9,36.65661241405087
(Intercept),326.29902081524125,113.27335307277652,2.880633546758334,0.003968767784203753,RS.glm.76,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2275.692329900133,718.2632440626704,719,969.6695544757354,725,8,1.7423952408373473e-9,36.724800892638996
`Length Mm`,0.011717031884309528,0.0021498884631136112,5.450065008181934,5.03514117435623e-8,RS.glm.76,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2275.692329900133,718.2632440626704,719,969.6695544757354,725,8,1.7423952408373473e-9,36.724800892638996
SEXM,-0.04156821416813236,0.11052587374311813,-0.3760948704621355,0.7068463676366405,RS.glm.76,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2275.692329900133,718.2632440626704,719,969.6695544757354,725,8,1.7423952408373473e-9,36.724800892638996
IntertidalUpstream,-1.0200056808709097,0.10935248830856757,-9.327686060445998,1.0820737475825681e-20,RS.glm.76,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2275.692329900133,718.2632440626704,719,969.6695544757354,725,8,1.7423952408373473e-9,36.724800892638996
I(Julian^2),0.0054393971674975,0.0019525860736631765,2.7857400197947957,0.005340568563738568,RS.glm.76,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2275.692329900133,718.2632440626704,719,969.6695544757354,725,8,1.7423952408373473e-9,36.724800892638996
Julian,-2.680539922260087,0.9401360567477336,-2.8512255253064454,0.0043551067993363975,RS.glm.76,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2275.692329900133,718.2632440626704,719,969.6695544757354,725,8,1.7423952408373473e-9,36.724800892638996
originHatchery,-0.8131841473890723,0.11096007033989072,-7.328619609722151,2.3253537186948286e-13,RS.glm.76,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2275.692329900133,718.2632440626704,719,969.6695544757354,725,8,1.7423952408373473e-9,36.724800892638996
(Intercept),327.94392595833483,113.82528937042929,2.8811165582991394,0.00396269067737893,RS.glm.41,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2275.7690117991683,718.3965611614605,719,969.7538096866062,725,8,1.6768546262497982e-9,36.801482791674516
I(`Length Mm`^2),1.2918069325267785e-5,5.011344317222499e-5,0.2577765267669241,0.7965793813299947,RS.glm.41,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2275.7690117991683,718.3965611614605,719,969.7538096866062,725,8,1.6768546262497982e-9,36.801482791674516
`Length Mm`,6.351327938400603e-4,0.04292170247524822,0.014797474406014628,0.9881937544937185,RS.glm.41,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2275.7690117991683,718.3965611614605,719,969.7538096866062,725,8,1.6768546262497982e-9,36.801482791674516
IntertidalUpstream,-1.0180167393556834,0.10920659593113169,-9.32193454686262,1.142380762285005e-20,RS.glm.41,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2275.7690117991683,718.3965611614605,719,969.7538096866062,725,8,1.6768546262497982e-9,36.801482791674516
I(Julian^2),0.005435564819851841,0.0019533323413721717,2.7827137782572526,0.005390633867229463,RS.glm.41,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2275.7690117991683,718.3965611614605,719,969.7538096866062,725,8,1.6768546262497982e-9,36.801482791674516
Julian,-2.676696234633195,0.9405124306245888,-2.8459977215352876,0.0044272511655875785,RS.glm.41,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2275.7690117991683,718.3965611614605,719,969.7538096866062,725,8,1.6768546262497982e-9,36.801482791674516
originHatchery,-0.8179827998091969,0.10972847019684114,-7.454608620186021,9.013499243434549e-14,RS.glm.41,n ~ I(`Length Mm`^2) + `Length Mm` + Intertidal + I(Julian^2) + Julian + origin,2275.7690117991683,718.3965611614605,719,969.7538096866062,725,8,1.6768546262497982e-9,36.801482791674516
(Intercept),351.37146324570546,113.8746631522184,3.0855982667190913,0.002031430856266917,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
`Length Mm`,0.007932265253545595,0.003578302061908273,2.216767929679865,0.026638954094420218,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
SEXM,-2.6685793795200605,1.814245832153626,-1.4709028579397567,0.1413173896685962,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
IntertidalUpstream,-1.028867319094554,0.10931672644145587,-9.411801401184107,4.877055257862863e-21,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
I(Julian^2),0.005870497878617452,0.0019680065273512013,2.982966670602831,0.002854690792864684,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
Julian,-2.8818314839599335,0.9463051131150464,-3.045351276263871,0.0023240868977843073,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
originHatchery,4.493925358969642,5.733254016157466,0.7838350343984157,0.4331369137232747,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
`Length Mm`:SEXM,0.006137534512030892,0.004225399501924927,1.4525335436885602,0.14635330924750958,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
Julian:originHatchery,-0.02175572044012795,0.023655269101031908,-0.9196987084445768,0.3577302277617935,RS.glm.73,n ~ `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2276.8352127231146,717.1075441423504,717,972.2045600557999,725,10,9.839495341464437e-10,37.86768371562084
(Intercept),339.51984239861537,114.27867558661212,2.970981599636166,0.002968495657846083,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
`Length Mm`,0.011937395812108089,0.0021552769111190173,5.53868310402407,3.0475451223863914e-8,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
SEXM,-0.03935110009279495,0.11097930121234466,-0.35458053585597615,0.7229038600176371,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
IntertidalUpstream,-1.0223389652844541,0.10954479896246735,-9.33261072152528,1.0329462741439203e-20,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
I(Julian^2),0.005694826431101739,0.001975447570222904,2.8828031262095966,0.003941536991409151,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
Julian,-2.797380182098993,0.9498314761219662,-2.945133165643572,0.0032281569204227457,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
originHatchery,4.221130226030124,5.739461195311166,0.735457577355617,0.4620608671376439,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
Julian:originHatchery,-0.020761036529981805,0.02368037102757398,-0.876719224787786,0.3806391620258342,RS.glm.75,n ~ `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2276.9743528639992,717.760281283046,718,969.9894741169146,725,9,9.178229791521775e-10,38.006823856505434
(Intercept),340.0262813284824,113.52825210721575,2.9950807399673747,0.0027437220440381604,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
I(`Length Mm`^2),1.396290875498233e-5,5.21194280258101e-5,0.2679021870322089,0.7887746102085016,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
`Length Mm`,-0.004091846850734728,0.04465682027727574,-0.09162871035887261,0.9269930398316374,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
SEXM,-2.6083687612382542,1.80773293099853,-1.4428949744238384,0.1490500590809717,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
IntertidalUpstream,-1.0267228923667404,0.10919656878793849,-9.402519728991237,5.3271762516017546e-21,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
I(Julian^2),0.005602895938740172,0.0019469672257799164,2.8777556522533465,0.004005152348365324,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
Julian,-2.759512195892401,0.9374597117049402,-2.943606174684273,0.0032441252506482114,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
originHatchery,-0.7819408083272187,0.11241070515531264,-6.956106246703528,3.4980609188930094e-12,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
`Length Mm`:SEXM,0.005974271703501799,0.00421191368167317,1.4184221603346197,0.1560675495615971,RS.glm.36,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5550789357103,717.4364751312569,717,971.6213880086585,725,10,6.865242186332228e-10,38.587549928216504
(Intercept),330.17106623385985,113.8808148276228,2.899268561905073,0.0037403436598531866,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
I(`Length Mm`^2),1.8340220796233473e-5,5.195817905372846e-5,0.3529804379262094,0.7241031060716938,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
`Length Mm`,-0.003937904702283118,0.04448802140943542,-0.0885160674160243,0.9294665145124889,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
SEXM,-0.050711026742600716,0.11461270902433361,-0.442455528486236,0.6581596044775601,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
IntertidalUpstream,-1.0206779313395649,0.1094305556995778,-9.327174890180173,1.0873035801547699e-20,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
I(Julian^2),0.005448427531589577,0.001953643507819875,2.7888545222201917,0.005289481923060573,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
Julian,-2.6849543874420108,0.9406443121286063,-2.8543779543684944,0.00431211964712485,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
originHatchery,-0.8125512659259418,0.11107124956878962,-7.315585888161864,2.562608091020532e-13,RS.glm.38,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian + origin,2277.5727641956332,717.8624615126075,718,969.2513230900331,725,9,6.804803004564156e-10,38.60523518813943
(Intercept),355.48077099952997,114.51306331740554,3.1042813867812953,0.001907418293880522,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
I(`Length Mm`^2),1.7828395730313884e-5,5.208890188420699e-5,0.3422686039714601,0.7321487606983546,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
`Length Mm`,-0.0072243172224215535,0.044624293799126476,-0.1618920235453221,0.8713908842479378,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
SEXM,-2.6492063250316185,1.807931804185818,-1.4653242555377575,0.14283247190234977,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
IntertidalUpstream,-1.0296715394689937,0.10939392044133792,-9.412511548309956,4.844207956960274e-21,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
I(Julian^2),0.005886502167379302,0.0019690794105562672,2.9894691579332284,0.0027946265965272973,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
Julian,-2.889406403412566,0.946823363794897,-3.051684732231086,0.00227560973434745,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
originHatchery,4.6562407403397215,5.736608693002917,0.811671318285846,0.416980256306207,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
`Length Mm`:SEXM,0.006071990147637754,0.004212268263186078,1.441501292950658,0.14944311232085108,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
Julian:originHatchery,-0.02242410408242434,0.023669087457941378,-0.9474004488880569,0.3434347624794067,RS.glm.35,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Intertidal + I(Julian^2) + Julian * origin,2278.7233124395575,716.6878289491137,716,971.7453464118123,725,11,3.8280462865429306e-10,39.75578343206371
(Intercept),344.6821691786305,114.90802266109328,2.999635370936867,0.0027030297930026523,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
I(`Length Mm`^2),2.2034891148659917e-5,5.1921879881133183e-5,0.4243854652240109,0.6712847190780531,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
`Length Mm`,-0.006859034462539682,0.044453622859878215,-0.15429641098454383,0.8773760270501486,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
SEXM,-0.050257639937781956,0.11503281650719709,-0.43689828227962724,0.6621851177254483,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
IntertidalUpstream,-1.0232821053982812,0.10963542747751621,-9.333498568317559,1.0243269838334229e-20,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
I(Julian^2),0.005715565143472187,0.0019765270278383866,2.891721217555507,0.0038313775524027507,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
Julian,-2.8072071145983095,0.9503556641852001,-2.9538489855848917,0.0031383753924130744,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
originHatchery,4.4219826109361735,5.74329220411988,0.7699386438607665,0.44133628936320274,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
Julian:originHatchery,-0.021586464724640715,0.023696195567852248,-0.9109675290630312,0.3623124827345222,RS.glm.37,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Intertidal + I(Julian^2) + Julian * origin,2278.802767393194,717.2084614501222,717,969.4238095567314,725,10,3.678948906955421e-10,39.835238385699995
(Intercept),10.018275595355265,2.8222975744977017,3.549687915930788,3.8568808598145614e-4,RS.glm.130,n ~ `Length Mm` + Intertidal + Julian + origin,2280.0795607018417,714.3440208678655,721,951.5680120637247,725,6,1.9429946830918767e-10,41.112031694347934
`Length Mm`,0.012668230416575053,0.0021473500019111545,5.899471630288612,3.6466746806123423e-9,RS.glm.130,n ~ `Length Mm` + Intertidal + Julian + origin,2280.0795607018417,714.3440208678655,721,951.5680120637247,725,6,1.9429946830918767e-10,41.112031694347934
IntertidalUpstream,-0.9631551910818967,0.10839413331825656,-8.885676388536378,6.353304019588714e-19,RS.glm.130,n ~ `Length Mm` + Intertidal + Julian + origin,2280.0795607018417,714.3440208678655,721,951.5680120637247,725,6,1.9429946830918767e-10,41.112031694347934
Julian,-0.05849520183344753,0.011772834958860884,-4.968658954096763,6.74175232382396e-7,RS.glm.130,n ~ `Length Mm` + Intertidal + Julian + origin,2280.0795607018417,714.3440208678655,721,951.5680120637247,725,6,1.9429946830918767e-10,41.112031694347934
originHatchery,-0.8847080392750087,0.10996933271174646,-8.045043263052445,8.621496025393832e-16,RS.glm.130,n ~ `Length Mm` + Intertidal + Julian + origin,2280.0795607018417,714.3440208678655,721,951.5680120637247,725,6,1.9429946830918767e-10,41.112031694347934
(Intercept),212.67193033333928,110.70764927145602,1.9210229079281238,0.054728819532230466,RS.glm.64,n ~ `Length Mm` + Distance + I(Julian^2) + Julian,2280.615103218541,722.6071116979592,721,962.8865670440553,725,6,1.4865517491515013e-10,41.64757421104741
`Length Mm`,0.009005470705594473,0.002140025195470402,4.208114336530028,2.5751056902963293e-5,RS.glm.64,n ~ `Length Mm` + Distance + I(Julian^2) + Julian,2280.615103218541,722.6071116979592,721,962.8865670440553,725,6,1.4865517491515013e-10,41.64757421104741
Distance,-0.0023188200636137268,1.8647084118691512e-4,-12.43529577522194,1.6811735883054852e-35,RS.glm.64,n ~ `Length Mm` + Distance + I(Julian^2) + Julian,2280.615103218541,722.6071116979592,721,962.8865670440553,725,6,1.4865517491515013e-10,41.64757421104741
I(Julian^2),0.003494036475370119,0.0019066795529707162,1.832524227747767,0.0668733555435172,RS.glm.64,n ~ `Length Mm` + Distance + I(Julian^2) + Julian,2280.615103218541,722.6071116979592,721,962.8865670440553,725,6,1.4865517491515013e-10,41.64757421104741
Julian,-1.7347073253870082,0.9183885851066949,-1.8888598503056053,0.05891061056777048,RS.glm.64,n ~ `Length Mm` + Distance + I(Julian^2) + Julian,2280.615103218541,722.6071116979592,721,962.8865670440553,725,6,1.4865517491515013e-10,41.64757421104741
(Intercept),211.92810169889515,110.57580104075001,1.9165866283961555,0.05529046810460699,RS.glm.58,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian,2281.383498161832,722.1501363564707,720,964.0300575610491,725,7,1.0123371868464655e-10,42.4159691543382
