variable,Estimate,Std. Error,z value,Pr(>|z|),name,model,AIC,residual_deviance,residual_df,null_deviance,null_df,df,AIC_weight,delta_AIC
(Intercept),7.133524220657162,2.656279144429016,2.685532593823289,0.0072414311422625685,RS.glm.120,n ~ `Length Mm` + Distance + Julian + origin,2238.967529007494,723.3929434960695,721,1027.9968425643428,725,6,0.1643750373513463,0
`Length Mm`,0.012084516798433514,0.0020568412575482703,5.875279268191124,4.22131098313379e-9,RS.glm.120,n ~ `Length Mm` + Distance + Julian + origin,2238.967529007494,723.3929434960695,721,1027.9968425643428,725,6,0.1643750373513463,0
Distance,-0.0020462066786511874,1.8578244041769e-4,-11.013993970855115,3.271710362985576e-28,RS.glm.120,n ~ `Length Mm` + Distance + Julian + origin,2238.967529007494,723.3929434960695,721,1027.9968425643428,725,6,0.1643750373513463,0
Julian,-0.04413605261310619,0.011121806879336794,-3.968424653651069,7.234932478553356e-5,RS.glm.120,n ~ `Length Mm` + Distance + Julian + origin,2238.967529007494,723.3929434960695,721,1027.9968425643428,725,6,0.1643750373513463,0
originHatchery,-0.7340725746113197,0.10625954334028934,-6.908297848227143,4.905033089462773e-12,RS.glm.120,n ~ `Length Mm` + Distance + Julian + origin,2238.967529007494,723.3929434960695,721,1027.9968425643428,725,6,0.1643750373513463,0
(Intercept),9.732341731832623,3.091365371450617,3.1482340527304737,0.001642601146893925,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,2239.168139315054,723.0459069014491,719,1033.5226637142703,725,8,0.14868730496990482,0.20061030756005493
`Length Mm`,0.006995983194919076,0.0034172482276189514,2.0472563679676536,0.0406329195074862,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,2239.168139315054,723.0459069014491,719,1033.5226637142703,725,8,0.14868730496990482,0.20061030756005493
SEXM,-3.401581156286226,1.759427938569475,-1.9333449706680934,0.05319371539047709,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,2239.168139315054,723.0459069014491,719,1033.5226637142703,725,8,0.14868730496990482,0.20061030756005493
Distance,-0.0020754749750206435,1.8636214925041105e-4,-11.136783855351817,8.306507433572794e-29,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,2239.168139315054,723.0459069014491,719,1033.5226637142703,725,8,0.14868730496990482,0.20061030756005493
Julian,-0.04582205363040326,0.011853653145856038,-3.865648257678466,1.107945204861078e-4,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,2239.168139315054,723.0459069014491,719,1033.5226637142703,725,8,0.14868730496990482,0.20061030756005493
originHatchery,-0.6879540459747351,0.10921909334914547,-6.29884413868482,2.998733300154798e-10,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,2239.168139315054,723.0459069014491,719,1033.5226637142703,725,8,0.14868730496990482,0.20061030756005493
`Length Mm`:SEXM,0.007848045988134305,0.00409781969858172,1.9151760119779209,0.055470060590349986,RS.glm.115,n ~ `Length Mm` * SEX + Distance + Julian + origin,2239.168139315054,723.0459069014491,719,1033.5226637142703,725,8,0.14868730496990482,0.20061030756005493
(Intercept),105.43504719987241,106.7588233120532,0.9876003118888692,0.3233484334863529,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,2240.0918423640587,725.0695387546492,720,1032.0785961148445,725,7,0.09369023346817903,1.124313356564926
`Length Mm`,0.011653738861490837,0.0020854819361243605,5.58803155262425,2.2965792354777806e-8,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,2240.0918423640587,725.0695387546492,720,1032.0785961148445,725,7,0.09369023346817903,1.124313356564926
Distance,-0.0020403308034450834,1.8535029652813745e-4,-11.007971617328096,3.497901423277494e-28,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,2240.0918423640587,725.0695387546492,720,1032.0785961148445,725,7,0.09369023346817903,1.124313356564926
I(Julian^2),0.0016927550794605718,0.0018385155864113207,0.9207183730026106,0.357197481236353,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,2240.0918423640587,725.0695387546492,720,1032.0785961148445,725,7,0.09369023346817903,1.124313356564926
Julian,-0.8594249254485525,0.8855284502320931,-0.9705220935852495,0.33178631770735156,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,2240.0918423640587,725.0695387546492,720,1032.0785961148445,725,7,0.09369023346817903,1.124313356564926
originHatchery,-0.7166748932254502,0.1065483050101301,-6.726290888975776,1.740424648925269e-11,RS.glm.61,n ~ `Length Mm` + Distance + I(Julian^2) + Julian + origin,2240.0918423640587,725.0695387546492,720,1032.0785961148445,725,7,0.09369023346817903,1.124313356564926
(Intercept),116.55939514535984,106.14837460138162,1.09807988660283,0.2721696072713232,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
`Length Mm`,0.006438553800355537,0.0034328329225140446,1.875580299329058,0.060712933691568285,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
SEXM,-3.465923591993969,1.7556849128354168,-1.9741148122054148,0.04836868946010189,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
Distance,-0.0020701084756647556,1.859265668962366e-4,-11.134011186362939,8.569069411034811e-29,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
I(Julian^2),0.0018389909935938155,0.0018276063198709662,1.006229281218317,0.31430528984157036,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
Julian,-0.931521728855537,0.8802402218128017,-1.0582585364448855,0.289937590763461,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
originHatchery,-0.6686947158438263,0.10953331405000861,-6.1049437026850715,1.028369229139337e-9,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
`Length Mm`:SEXM,0.007999305452328945,0.004089136038880405,1.9562336337724617,0.0504376381227905,RS.glm.55,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2240.1364652064713,724.6861905698735,718,1037.823792470811,725,9,0.09162301821565302,1.1689361989774625
(Intercept),7.529288594382992,2.8640135412183554,2.628929118533435,0.008565421220994381,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,2240.8244399569144,723.1025015727171,720,1027.761777853673,725,7,0.06495502812594602,1.8569109494205804
`Length Mm`,0.012126890734100046,0.0020603096697893292,5.885955355119041,3.957611442233142e-9,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,2240.8244399569144,723.1025015727171,720,1027.761777853673,725,7,0.06495502812594602,1.8569109494205804
SEXM,-0.040827857364353536,0.10793164114814036,-0.37827514647271715,0.7052262063704744,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,2240.8244399569144,723.1025015727171,720,1027.761777853673,725,7,0.06495502812594602,1.8569109494205804
Distance,-0.002049669197197654,1.862979191935377e-4,-11.00210461861537,3.73315752936323e-28,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,2240.8244399569144,723.1025015727171,720,1027.761777853673,725,7,0.06495502812594602,1.8569109494205804
Julian,-0.04577325536041882,0.011913271726952206,-3.842206944450269,1.2193295922929967e-4,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,2240.8244399569144,723.1025015727171,720,1027.761777853673,725,7,0.06495502812594602,1.8569109494205804
originHatchery,-0.7292917445085697,0.10773619372541042,-6.76923621756428,1.2946402026639339e-11,RS.glm.117,n ~ `Length Mm` + SEX + Distance + Julian + origin,2240.8244399569144,723.1025015727171,720,1027.761777853673,725,7,0.06495502812594602,1.8569109494205804
(Intercept),8.74787008245565,9.04173255145892,0.9674993185951011,0.33329448172736653,RS.glm.90,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + Julian + origin,2240.934866950937,723.1908912506265,720,1027.72662834834,725,7,0.06146584523092423,1.967337943442999
I(`Length Mm`^2),9.083453387639504e-6,4.889550596525121e-5,0.18577276598988224,0.8526229623308546,RS.glm.90,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + Julian + origin,2240.934866950937,723.1908912506265,720,1027.72662834834,725,7,0.06146584523092423,1.967337943442999
`Length Mm`,0.004327919071033871,0.041826881096243156,0.10347219198762109,0.9175882185890814,RS.glm.90,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + Julian + origin,2240.934866950937,723.1908912506265,720,1027.72662834834,725,7,0.06146584523092423,1.967337943442999
Distance,-0.0020464285073825564,1.8588558363716185e-4,-11.009075945217297,3.4552936655984616e-28,RS.glm.90,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + Julian + origin,2240.934866950937,723.1908912506265,720,1027.72662834834,725,7,0.06146584523092423,1.967337943442999
Julian,-0.043988166620779465,0.011172049667564098,-3.9373407682290087,8.238956751239152e-5,RS.glm.90,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + Julian + origin,2240.934866950937,723.1908912506265,720,1027.72662834834,725,7,0.06146584523092423,1.967337943442999
originHatchery,-0.7343066885724843,0.10629328100338639,-6.908307671386021,4.904693530026544e-12,RS.glm.90,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + Julian + origin,2240.934866950937,723.1908912506265,720,1027.72662834834,725,7,0.06146584523092423,1.967337943442999
(Intercept),11.260099482837417,9.729395337237236,1.1573277775795305,0.24713846884655785,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
I(`Length Mm`^2),8.416493439660871e-6,5.076613875765164e-5,0.1657895133573126,0.8683225990421042,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
`Length Mm`,-1.616794915857004e-4,0.043426853611301316,-0.003723030294408095,0.9970294584711156,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
SEXM,-3.3913222836005135,1.7567823373194693,-1.9304168829332922,0.05355520471294513,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
Distance,-0.0020759896119108773,1.864328986218021e-4,-11.13531800051144,8.44430845952558e-29,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
Julian,-0.04586105661962292,0.01185774902561654,-3.8676022338260267,1.0991075443840492e-4,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
originHatchery,-0.687840528399762,0.10932926188169917,-6.2914586320361945,3.1449663243311696e-10,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
`Length Mm`:SEXM,0.007814060114262073,0.004093797629932285,1.9087558352002185,0.05629359661422409,RS.glm.85,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian + origin,2241.1416458023928,722.8425620185598,718,1033.2387339655993,725,9,0.05542840747925238,2.174116794898964
(Intercept),9.959950481242583,3.671419841115251,2.7128334301906185,0.006671063017282521,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
`Length Mm`,0.00696014775388331,0.003423261515619188,2.0331919492935326,0.04203313411131918,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
SEXM,-3.4001005979580357,1.7592942710057067,-1.9326502984713048,0.05327929173104882,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
Distance,-0.0020763227999741744,1.8639194166743768e-4,-11.139552393733682,8.052302547376281e-29,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
Julian,-0.046700996751325885,0.014212541912420955,-3.285900371594462,0.0010165695861673498,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
originHatchery,-1.440840152551485,5.625324331640851,-0.2561345919998192,0.7978469121163498,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
`Length Mm`:SEXM,0.007843587786731051,0.004097632892578174,1.9141753281358433,0.055597757068706295,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
Julian:originHatchery,0.0031080851649222955,0.023216385331943614,0.13387463726516702,0.8935017062529211,RS.glm.114,n ~ `Length Mm` * SEX + Distance + Julian * origin,2241.1503845037864,723.0080085155188,718,1033.4903190793523,725,9,0.05518674965675795,2.182855496292632
(Intercept),105.84377438843273,106.75327403942572,0.991480358244965,0.321451078700906,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,2241.9492506192933,724.7580299713991,719,1031.8078559403696,725,8,0.03701376328916622,2.9817216117994576
`Length Mm`,0.01169629251264982,0.002089153944119129,5.598578575587663,2.1611644404010973e-8,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,2241.9492506192933,724.7580299713991,719,1031.8078559403696,725,8,0.03701376328916622,2.9817216117994576
SEXM,-0.04061511107209295,0.10776199415179294,-0.376896431731606,0.7062505732912998,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,2241.9492506192933,724.7580299713991,719,1031.8078559403696,725,8,0.03701376328916622,2.9817216117994576
Distance,-0.0020437814600272153,1.8587388197596383e-4,-10.995527926250045,4.0155674685431082e-28,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,2241.9492506192933,724.7580299713991,719,1031.8078559403696,725,8,0.03701376328916622,2.9817216117994576
I(Julian^2),0.001692988933871267,0.0018386607471333305,0.9207728704225717,0.35716902191468586,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,2241.9492506192933,724.7580299713991,719,1031.8078559403696,725,8,0.03701376328916622,2.9817216117994576
Julian,-0.8611729315962434,0.8855295126943437,-0.9724948962751201,0.33080440269781713,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,2241.9492506192933,724.7580299713991,719,1031.8078559403696,725,8,0.03701376328916622,2.9817216117994576
originHatchery,-0.7119245859300589,0.10799119886453087,-6.592431544566237,4.326807099019208e-11,RS.glm.57,n ~ `Length Mm` + SEX + Distance + I(Julian^2) + Julian + origin,2241.9492506192933,724.7580299713991,719,1031.8078559403696,725,8,0.03701376328916622,2.9817216117994576
(Intercept),107.24067054446377,107.36440436872063,0.9988475340129311,0.3178685553027494,RS.glm.8,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + I(Julian^2) + Julian + origin,2242.056871998785,724.856248824297,719,1031.792788070414,725,8,0.035074667088283246,3.0893429912912325
I(`Length Mm`^2),9.377697343445058e-6,4.885614382669754e-5,0.19194509858800188,0.8477852106227177,RS.glm.8,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + I(Julian^2) + Julian + origin,2242.056871998785,724.856248824297,719,1031.792788070414,725,8,0.035074667088283246,3.0893429912912325
`Length Mm`,0.003645546440409117,0.04179781298398856,0.08721859303513349,0.9304977605691109,RS.glm.8,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + I(Julian^2) + Julian + origin,2242.056871998785,724.856248824297,719,1031.792788070414,725,8,0.035074667088283246,3.0893429912912325
Distance,-0.002040546800016372,1.8545797163257476e-4,-11.002745161362265,3.7067281260125106e-28,RS.glm.8,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + I(Julian^2) + Julian + origin,2242.056871998785,724.856248824297,719,1031.792788070414,725,8,0.035074667088283246,3.0893429912912325
I(Julian^2),0.0016951464972253395,0.0018395238300182352,0.9215137469616447,0.35678226740734326,RS.glm.8,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + I(Julian^2) + Julian + origin,2242.056871998785,724.856248824297,719,1031.792788070414,725,8,0.035074667088283246,3.0893429912912325
Julian,-0.8604249437586325,0.885992187726841,-0.9711428110514096,0.3314771676338759,RS.glm.8,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + I(Julian^2) + Julian + origin,2242.056871998785,724.856248824297,719,1031.792788070414,725,8,0.035074667088283246,3.0893429912912325
originHatchery,-0.7169017179028907,0.10658341206143385,-6.726203487365127,1.741469842908607e-11,RS.glm.8,n ~ I(`Length Mm`^2) + `Length Mm` + Distance + I(Julian^2) + Julian + origin,2242.056871998785,724.856248824297,719,1031.792788070414,725,8,0.035074667088283246,3.0893429912912325
(Intercept),118.2496528446758,106.77933887525445,1.107420724741718,0.26811206962244855,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
I(`Length Mm`^2),8.688085390800307e-6,5.071410675917566e-5,0.171314964336395,0.8639761145656601,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
`Length Mm`,-9.50729677553908e-4,0.04338753003482447,-0.021912509810787028,0.9825177457856806,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
SEXM,-3.455621073591898,1.7529269758968689,-1.9713434279393536,0.04868460714586403,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
Distance,-0.002070633581357734,1.8600047126999554e-4,-11.132410403154479,8.724389982787112e-29,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
I(Julian^2),0.0018409345976268304,0.001828476952004735,1.0068131269625449,0.3140245852076317,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
Julian,-0.9324991766557208,0.8806598534237159,-1.0588641835215613,0.289661637916309,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
originHatchery,-0.6685649617972067,0.10965485065321057,-6.096993957080657,1.0808160364077508e-9,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
`Length Mm`:SEXM,0.007964926763195532,0.004084833491088128,1.949877952325987,0.05119066756491373,RS.glm.2,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + I(Julian^2) + Julian + origin,2242.1080803229866,724.4713898957286,717,1037.523019642233,725,10,0.034188009132107566,3.1405513154927576
(Intercept),116.90843425114248,107.25069666297085,1.0900482503952447,0.2756918902498935,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
`Length Mm`,0.00644270277578232,0.0034355770525559388,1.8752898500673107,0.060752858951284426,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
SEXM,-3.466432585927094,1.7557171484715455,-1.974368473273059,0.04833986014889717,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
Distance,-0.00206994609690312,1.8592247246094806e-4,-11.133383014459966,8.629689805867958e-29,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
I(Julian^2),0.001845722935692692,0.0018518336110017665,0.9967002028299027,0.3189100512194381,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
Julian,-0.9346009553031284,0.8906683348879445,-1.0493254544866144,0.29402835451641124,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
originHatchery,-0.5325035136335211,5.623414565776411,-0.09469398128217134,0.9245578987372677,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
`Length Mm`:SEXM,0.008000680271417704,0.004089373884607541,1.9564560485731992,0.05041145512673302,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
Julian:originHatchery,-5.619317003815693e-4,0.02320141777332144,-0.024219713892989606,0.9806773533293629,RS.glm.54,n ~ `Length Mm` * SEX + Distance + I(Julian^2) + Julian * origin,2242.1358991226643,724.6988512718661,717,1037.8451372093252,725,10,0.03371576636390005,3.1683701151705463
(Intercept),10.157043954188222,9.680682090216974,1.0492074690121933,0.2940826418054744,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,2242.7470981163747,722.7379337607356,719,1027.3037653987762,725,8,0.02483778483426206,3.779569108880878
I(`Length Mm`^2),1.4385371764322433e-5,5.0670404612322055e-5,0.2839008662824885,0.7764863526040764,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,2242.7470981163747,722.7379337607356,719,1027.3037653987762,725,8,0.02483778483426206,3.779569108880878
`Length Mm`,-1.499288332766038e-4,0.04333509187799041,-0.0034597557494219044,0.997239519810505,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,2242.7470981163747,722.7379337607356,719,1027.3037653987762,725,8,0.02483778483426206,3.779569108880878
SEXM,-0.04814356035632428,0.1118793476263755,-0.430316777651414,0.6669652242079523,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,2242.7470981163747,722.7379337607356,719,1027.3037653987762,725,8,0.02483778483426206,3.779569108880878
Distance,-0.0020506357177754353,1.864108218604126e-4,-11.000625914899855,3.7948862404599353e-28,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,2242.7470981163747,722.7379337607356,719,1027.3037653987762,725,8,0.02483778483426206,3.779569108880878
Julian,-0.04583268491274767,0.011919989984327166,-3.8450271328256265,1.2053910016804609e-4,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,2242.7470981163747,722.7379337607356,719,1027.3037653987762,725,8,0.02483778483426206,3.779569108880878
originHatchery,-0.7288018288717588,0.10787738100981266,-6.755835394311863,1.4201457844022743e-11,RS.glm.87,n ~ I(`Length Mm`^2) + `Length Mm` + SEX + Distance + Julian + origin,2242.7470981163747,722.7379337607356,719,1027.3037653987762,725,8,0.02483778483426206,3.779569108880878
(Intercept),7.783676875548042,3.492225883427764,2.2288583658019396,0.02582333004813331,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,2242.8025813261825,723.0735703578957,719,1027.750496929747,725,8,0.0241582145877003,3.8350523186886676
`Length Mm`,0.012081704678765973,0.0020729529766793367,5.828257956010008,5.600895705621371e-9,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,2242.8025813261825,723.0735703578957,719,1027.750496929747,725,8,0.0241582145877003,3.8350523186886676
SEXM,-0.04119946721407943,0.1082765177297244,-0.38050232938705997,0.7035725677525597,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,2242.8025813261825,723.0735703578957,719,1027.750496929747,725,8,0.0241582145877003,3.8350523186886676
Distance,-0.0020506275200531045,1.863294995981124e-4,-11.005383068574925,3.599827633336593e-28,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,2242.8025813261825,723.0735703578957,719,1027.750496929747,725,8,0.0241582145877003,3.8350523186886676
Julian,-0.04674679626104034,0.014279175436570344,-3.273774208370414,0.0010612137125411685,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,2242.8025813261825,723.0735703578957,719,1027.750496929747,725,8,0.0241582145877003,3.8350523186886676
originHatchery,-1.5675024059718772,5.629554705028482,-0.27844163314937476,0.7806733639464216,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,2242.8025813261825,723.0735703578957,719,1027.750496929747,725,8,0.0241582145877003,3.8350523186886676
Julian:originHatchery,0.0034604611386479336,0.023234096534654504,0.1489389154205557,0.8816018335974816,RS.glm.116,n ~ `Length Mm` + SEX + Distance + Julian * origin,2242.8025813261825,723.0735703578957,719,1027.750496929747,725,8,0.0241582145877003,3.8350523186886676
(Intercept),11.390361190947088,9.890202072441593,1.1516813415456486,0.2494520422477523,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,2243.126684093728,722.820263755755,717,1033.2269573564834,725,10,0.020544085453766788,4.159155086234023
I(`Length Mm`^2),7.979708055871135e-6,5.0785720764039255e-5,0.1571250330963397,0.8751463090628587,RS.glm.84,n ~ I(`Length Mm`^2) + `Length Mm` * SEX + Distance + Julian * origin,2243.126684093728,722.820263755755,717,1033.2269573564834,725,10,0.020544085453766788,4.159155086234023
